Location Name,Title,Text,Rating,Year,Month,Day
23,A highlight in the city,"Nice and cosy Boutiquehotel, located perfectly in the  City center. Very friendly and competent staff, with attention to detail. Nice breakfast. Wonderful views from the rooftop bar. And for foodies, the Caelis restaurant is also wonderful. It’s nice to dine in a Michelin starred restaurant, and then simply afterwards take the elevator to your room. 
Of course, we will stay there again in the future.",5,2024,10,17
23,Hotel Ohla Barcelona-a great place to stay in a fantastic city.,"I was impressed with Hotel Ohla and it certainly deserved its rating. It was perfectly placed with easy access to all the key sites to visit.  Its rooms were functional and tidy and breakfast was a delight.  What really made the hotel was the friendliness and willingness to help by the desk and concierge staff in particular.  No request was too hard for them to address, willingly and professionally.  I would particularly like to thank Rafael at the concierge desk for his help throughout our wonderful stay in Barcelona.",5,2024,10,17
23,Amazing,"The hotel is absolutely wonderful and staff were so amazing. The moment I stepped in the service has been impeccable and hotel was very clean, fresh and beautiful, the breakfast was really good too. I would also state that the staff at the front door are always vigilant to track who enter the hotel and that is a great way I felt ensured safe overall. The hotel has class and elegance and it was worth staying at Ohla Barcelona which is also located at the perfect spot in the city of Barcelona. 

Would definitely recommend this hotel to those visiting Barcelona",5,2024,10,14
23,An Exceptional Anniversary Experience,"We absolutely loved our stay at Ohla! So many unexpected little attention to detail moments that up leveled our stay! Hand written notes, cava for our anniversary, the turndown service, I could go on and on. Their rooftop bar and breakfast is a must! The concierge and experience team are extremely helpful with good local recommendations for places to go eat, hang out and explore, and i would not miss out on their sauna!! My wife and i used it daily while there and no one else was ever in it. It was our own private getaway every morning. Thank you staff for an exceptional stay!",5,2024,10,07
23,Very Satisfied,"We loved kicking off our honeymoon at Ohla in Barcelona! The hotel was beautiful, staff was even better. They were so kind and helpful, they made our honeymoon so special. The breakfast was really good and the rooms were very clean. Special shoutout to Quique, he was so warm and welcoming and helped us get tickets to a soccer game that my husband really wanted to go to! We will definitely be back there in the future!",5,2024,10,06
23,Luxurious and fun,This boutique  hotel sits on the corner of a main street in the Gothic Quarter.  The exterior has touches of whimsy including hundreds of ceramic eyes as well as chimeric animals in the restaurant window.  The interior features a modern esthetic as well as a very friendly and accommodating staff. Complementary breakfast is available which is rare in a luxury hotel.  We had a wonderful stay and would welcome the chance to return.,5,2024,10,05
23,Luxurious hotel with amazing staff and perfect location,"Absolutely amazing one night stay from beginning to the end! Very warm welcoming by the staff who did the utmost to make our stay unforgettable. The hotel is beautiful, modern and clean, rooms spacious and well equipped. Rooftop bar and pool area cherry on the cake. Breakfast has a wide variety of high quality products. Loved everything and will definitely get back!",5,2024,10,01
23,Loved our stay with Ohla,"Amazing hotel and staff
Will definitely come back to this hotel again 
The position of this hotel couldn’t be more perfect
The room was spotless and modern 
And the staff from when we came out of the taxi couldn’t have been more helpful 
Breakfast was lovely",5,2024,09,30
23,Absolutely perfect,"Arty exquisite, spotlessly clean boutique hotel with  friendly staff. A special mention to Raphael who nothing was too much trouble. 
Roof  top bar with views over Barcelona, an infinity pool, sunsets and delicious cocktails. Special mention to Max. Friendly and best Cosmopolitans I ever had. 
Cried on last day. If I won the lottery I’d live there.",5,2024,09,29
23,Wonderful ⭐⭐⭐⭐⭐,"Fantastic hotel with amazingly immaculate rooms.
The rooftop bar was wonderful with exceptional views of the city and various seating options.
Restaurant was fantastic though we only used it for our breakfast each morning...very large and varied options for your breakfast.
Beautiful decor throughout the hotel and very helpful and friendly staff throughout.
I'd also like to give a mention to Raphael who worked the front desk for his warmth and willingness to help with anything,and participate with genuine interest to your day and plans.
Lovely friendly man.
Zak who also worked the front desk was exceptionally helpful throughout also.
But the stand out person has to be Max who worked the rooftop bar...wonderful person with a genuinely sincere character.
Would be fantastic to visit again as it was a wonderful and unforgettable experience.
Thank You Hotel Ohla Barcelona",5,2024,09,29
23,A respite in the middle of busy Barcelona,"Friendly and helpful staff, great location, stylish and nice ammenities.  One of the concierges, Quique, arranged several tours and dining experiences, all were wonderful. We had a Jr. Suite, which was very spacious. The bed and bedding were comfortable. It was the perfect accomodation for first time Barcelona visitors.",5,2024,09,27
23,Wonderful stay,"Every aspect of the hotel was fabulous. 
The staff are highly considerate and customer service is excellent. The hotel is beautiful with a perfect location. Easy walking distance to La Rambla, Cathedral, eateries and lots of shops. The rooftop bar is exceptional.",5,2024,09,23
