Location Name,Title,Text,Rating,Year,Month,Day
128,Absolutely perfect!,"What a wonderfully comfortable hotel, perfect location and such friendly staff.  Went out of their way from beginning to end, to ensure we were all taken care off.  A special mention to Alock Yana and the front desk team.  Professional, friendly, nothing was too much trouble. 
The superb breakfasts, complimentary coffees, teas and apples, thank you, thank you, thank you.  Felt very spoilt.  See you all in December.  Our 3rd Montcalm stay, first fir the Brewery, absolutely perfect!",5,2024,10,20
128,"Unreliable, Double Bookings, Don't Pay Up Front, Still Chasing Refund Despite Disappointment. Met Others Stranded Also","If I could give a minus score I would.
Don't get me wrong - the accommodation looked great and location fantastic, however they seem to have a practice of overbooking and I wish I hadn't taken the risk.
I booked for 2 nights to stay before and after my daughter's wedding at the Barbican just 3 mins away.  Booking via booking.com I paid up front and added a note about the significance of the event and my need for certainty.
I arrived to be told that the room had been given to somebody else who had booked via their website and I had been listed as a 'no show' despite standing right in front of them.
After many tears I was allowed to use a bedroom to change for an hour instead of the toilet or gym area which had been offered as compensation.  I was also told I could stay in their 'sister hotel' instead since this accommodation was fully booked.

This all messed up my day and night, but what is surprising is that when I returned for my case which had been looked after by concierge (since I wasn't given a room) I heard somebody in the foyer with the exact same story.  They were also being fobbed off with an offer of a stay at the 'sister hotel'.  I recorded this conversation on my phone for sanity.  Needless to say I was not surprised to find similar stories on review sites across the internet.
This hotel - without a shadow of a doubt in my mind - overbooks to ensure they cover costs irrespective of inconvenience to the customer.

I have contact Booking.com for a refund of my 'no stay' but the hotel is bad at answering phones and responding to emails.  Further more their string of changing duty managers mean if you have a problem it is more or less impossible to sort out the difficulty.
On one occasion I outlined all the difficulties I had experienced and stressed I was still waiting for my refund (and TBH I feel I deserve compensation for the way their mess up impacted my daughter's wedding) only to receive an email that said 'all sorted' we are pleased you enjoyed your stay ....OMG !!!!This is the worst and most frustrating hotel experienced I've ever had in my 60 years of life.

Give it a try if you have a penchant for risk - OTHERWISE AVOID THIS HOTEL",1,2024,10,19
128,beautiful hotel with good location and lots and lots of charm,"Stayed here with my daughter (22) for three nights at the beginning of octobre. Personnel was very friendly and helpfull, from the frontdesk, to the breakfast. Our checkin ánd checkout was handled by Alexandra and couldn't have been more frinedly. Location is very good, quiet enough to relax and close enough to subway and lots of rental bikes/scooters within reach. Loved the fact that there were so many references to the old brewery and must honestly say that our 'standard' deluxe room was more then luxurious enough for a long weekend stay.",5,2024,10,12
128,"Overpriced, dirty rooms, unpleasant experience","For a hotel advertising itself as a ""5 star"" hotel on online booking services, who encouraged me to upgrade to a ""deluxe"" double room, this is quite possibly one of the worst hotel experiences for the price I have had in many years of trips to London...
The room was small, and in a very poorly maintained state - stains on the bathroom walls, broken fixtures and fittings, cracked floor tiles that rocked when you stepped on them, loose light fittings in the ceiling and a broken bathroom door with exposed nails.
The experience was made worse by the fire alarms going off twice within an hour of me arriving at the venue, and as I tried to exit down the fire exit, on of the stairs is loose and I nearly went flying down a flight of steps.
Reception staff were sullen on check-in and too busy dealing with other customers complaining to check me out when I left.
The whole place looked tired and in need of a complete refit and repair to make it fit for guests. AVOID.",1,2024,10,02
128,Excellent Customer Service - Carina,"When we arrived at the hotel we was greeted in an excellent manner,The room was lovely, the customer service was excellent and the food was amazing 
And we had a great time staying at the hotel and we will definitely come back because the experience great.",5,2024,09,27
128,An oasis of charm and peace in the middle of the City of London,"A surprisingly lovely experience among the towers of the City on a business trip. Charming environment, carrying staff (thank you Alexandra O and Ramona!)  and a cosy breakfast room !  What else to ask for on a rainy day?! Thank you for everything, Laura S",5,2024,09,26
128,Anniversary weekend,"We chose this hotel for being close to our plans . We arrived just after 12 and was greeted by Carina who checked us in . Very professional and friendly and explained our luggage could be stored as room not available until 3.
We were perfectly happy with that and went on our way as had things planned . 
On returning , our room key was handed over and was shown to our room . We were staying across the road not in main hotel .
The room was lovely and had been beautifully made up for us with rose petals . We also had a bottle of Prosecco and very yummy cakes .
Breakfast was very good , it was very busy but the staff worked efficiently and we had a full belly before going off again with some planned events .
We would definitely recommend this hotel , we found  it perfect for us 5 mins to the underground , bars and restaurants around .",5,2024,09,24
128,Good place to stay - great staff,"This hotel has great ambiance and great staff but If you do not like stairs, this place is not for you.  There are elevators but a lot of stairs to get through the hotel.  

I arrived late when the bar and restaurant was closed but the front staff brought me drinks and some peanuts so I could have a quick meeting.  They had also agreed to keep one of my bags for a few days while I went out of the country.  So, first impressions were very good.  The rooms are large, comfortable and adequate.  

I stayed for 3 days, left for 3 days and returned for another 4 days.  There were several minor issues on the return but nothing serious enough to go into.

I don't recommend the restaurant despite the good atmosphere and the very good looking pints of Guinness which seemed rather popular.  The menu is very small which makes it a bit inexplicable to run out of several items.  I am not sure how anyone runs out of burgers with Waitrose and Tesco's but a minute walk away.  It is the same restaurant used for breakfast.  Ordering full English breakfast a la carte was a mistake, the scrambled eggs were inedible.  I recommend going serve yourself; there is quite a bit of choice.

There is a bar (apart from the pub type one in the restaurant) in the hotel which is open for a couple of hours after 5:30. Some items are free but, unfortunately the majority of items on the menu that I asked for were out of stock.  That included all the food items, both non lager beers, and the Laurent Perrier (not free but still not available)

The location is between Moorgate and Barbican stations and there are a lot of pubs and restaurants in the immediate locale.",4,2024,09,19
128,40th Wedding Anniversary ,"Booked a club room through Agoda. Called the hotel to ask if we could have a nice club room as it was our 40th wedding anniversary.  Alexandra Sharp was very helpful.  Well, when we got to our room, there were rose petals, Swan towels, balloons, a small bottle of prosecco, and macarons there. Lovely surprise.  Juliane on reception was very pleasant and helpful too. ",5,2024,09,15
128,Quality hotel,"A little out of the centre of London, I usually pick somewhere by the west end as it’s a little easier to get around having said that the underground is so good that a 5 minute walk to the closest station had you within easy reach of everywhere.
The hotel reception is stunning, staff were amazing, friendly, helpful and cheery. 
The room was across a small courtyard and even that was interesting and quirky. 
The room itself was maybe a little on the small side but had everything you needed including a small fridge, safe, iron and board etc. it was very clean and the turndown was also done perfectly. The shower was good with instant hot water and the lighting was controllable from the bed which is a small but nice touch.
The breakfast was first class! Amazing hot section with the best scrambled eggs you can find (even if they appeared a little sloppy) the bacon and sausage was first class too! There were cured meats, cheeses etc also. I finished my breakfast with a Greek yoghurt filled with fruit and dried fruits and honey and it was amazing, not to mention freshly squeezed orange and pressed apple juice. The only thing that could maybe be improved would be to get rid of the self serve coffee and tea pumps (where you depress the top) and have someone coming round to top you up, that would be fab but it’s a small niggle. 
All in all we absolutely loved our stay here and would return if you’ll bring me my coffee ha ha.",5,2024,09,15
