Location Name,Title,Text,Rating,Year,Month,Day
242,"A chilled visit , to a good pub and grub","I always find them pleasant , good music, occasionally live music, good Guinness, good food , great service, well done

Down stairs toilet , a nice long bar plenty of room.staff very attentive and pleasant, sports screens if you ask .
Been a few times , always quietly good",5,2023,03,04
242,Do not book this hotel,No experience booking cancelled at last minute due to taking in refugee for what I’m sure is a fortune. Do not support this hotel when they start taking bookings again as they obviously do not value their customers. Had to rebook elsewhere at extra expense,1,2022,09,04
242,Terrible,I had a booking for 16 people booked here for the upcoming bank holiday weekend. They emailed me this week requesting I cancel the booking because they could no longer accommodate it because the owner has decided to take in Ukrainian refugees (they didn’t mention the massive grant they’d be given to do this). I requested a copy of their cancellation policy on multiple occasions but they refused to provide it.,1,2022,04,16
242,Very Bad Customer Service!!,"I had made a booking for March 27th but on the morning I had to cancel within the 24 hours due to Covid, I have a genetic lung disease so could not take any risks. I am also a stroke survivor and it would have been my appointment with my professor I was travelling for but because of the spike in numbers I was advised not to travel to the hospital. I emailed and assumed due to the pandemic there would be some leniency afforded to guests. To my horror the full amount of €89 was taken from my card without even a phone call. I had emailed before and after cancellation to plead my case but unfortunately you have been very unprofessional in getting back to me in any form. I have complained to IHF, the Ombudsman, Failte Ireland and Booking.com. I would appreciate a reply from the manager at her earliest convenience. 

And also just a note when I called today I was informed that the General Mangers name was Sharon and that she did not have an email even though on LinkedIn if says the GM is Megan Donohoe.

I would appreciate some feedback and definitely some consideration for the Pandemic we are going through and that not everyone has €90 to throw around especially as I am on Invalidity Pension due to my illness'

I have also forwarded a copy of this to Megan on LinkedIn as the receptionist on duty was very wary of giving me the Gmail address which I found quite perplexing for a business in this day and age. also just a note when I called today I was informed that the General Mangers name was Sharon and that she did not have an email even though on LinkedIn if says the GM is Megan Donohoe.

I would appreciate some feedback and definitely some consideration for the Pandemic we are going through and that not everyone has €90 to throw around especially as I am on Invalidity Pension due to my illness'

I have also forwarded a copy of this to Megan on LinkedIn as the receptionist on duty was very wary of giving me the Gmail address which I found quite perplexing for a business in this day and age",1,2022,04,12
242,Money Stolen Out of Suitcase in Locked Room,"Arrived on Friday afternoon with a group of 9 other lads for a friend's stag weekend. No issues at all initially.  Went out for breakfast, leaving a wallet INSIDE MY SUITCASE containing my entire spending money for the weekend -approximately €185.00 

After breakfast we returned to the hotel  and I found that my wallet of money has disappeared. Did not panic initially as I thought I might have put it somewhere else.  After we came back to the hotel in the afternoon, the two friends I was sharing the room with and I turned the room inside out. No sign of missing cash. Both men let me look in their bags [I would not even entertain the idea] despite them both being out of the room with me at breakfast that morning when the cash went missing. Nothing. 

Reported this initially to the hotel staff as non-accusingly as possible before heading out for the Saturday night. Was told THERE IS NO CCTV IN THE HALLWAYS AND STAIRWELL. Convenient. None of my personal details were taken down (phone #, e-mail address). 

After returning to Scotland on the Sunday, I phoned the hotel on Tuesday and spoke to the assistant manager who, after I insisted, finally took my contact details and tells me this is the first she's heard of it. Six days pass, contacted the hotel again to be told that management had been informed and all they suggested was going to the police. Not before having the brass neck to accuse me of my ""stories not lining up"" mind you. (If I was chancing my luck I would try for more than €185, don't you think?) They also insisted that no cleaners had been in any of our party's rooms, despite them having visited my friend's a floor down. How utterly reassuring that was. 

The 'no CCTV in hallways' factor should be red flag enough to drive you away, but the hotel staff's horrendous handling of a very blatant theft makes this entire establishment suspect. 

Fair to say this ruined the weekend for myself. Draw your own conclusions from the above. I feel it only points in one direction. Otherwise Dublin is a fantastic city full of hospitable, friendly people, making this entire fiasco that much more sad. Hope whoever completely violated myself by rifling through a suitcase to steal money is proud. Writing this as a student, €185.00 is not exactly an ignorable amount. 

If you are looking for a place to stay in Dublin; spend a little more, go anywhere else. You may end up saving yourself cash.",1,2022,03,19
242,Poor,"Staff were ok. Location was great. 

Our room you can tell not much care was given into cleaning it. One of the pillowcases had a stain on it. Bathroom air filter was very dirty and the bath tub overflowing holes were dirty. No hand soap. Asked for an extra pillow but they didn’t have any.",2,2022,02,20
242,Filthy,"Great location - right in the centre of everything.

They have a deal with Arnotts car park that offer secure parking for €12 overnight
Staff were friendly.
 
The hotel wasn’t clearly signed, it’s a door to the left side of the Plunkett bar.

Room wasn’t very clean - some surfaces were filthy and sticky, cups were dirty. Rubbish on floor next to bedside table. Floor was only vacuumed in some places. Bed sheets were clean but the cushion cover and throw were stained. My phone fell down behind the bed and when I moved the bed to pick it up the wall was destroyed.

The toilet hadn’t been cleaned properly and there was pubic hair on the toilet seat.
The windows were dirty and there was a mountain of rubbish dumped outside them.

One bedside lamp didn’t work in the room and the other was missing a shade.
Bath panel in bathroom was cracked.
 
Has the potential to be a great hotel but needs a lot of work and attention.",1,2021,11,23
242,Ok base for night in Dublin,We stayed here for one night on a recent trip to Dublin. Room was comfortable with plenty of space. The hotel is a little dated but this didn’t bother us. Facilities to make hot drinks were also available alongside a tv in the room. The hotel is situated above a bar however we did not hear any noise from below. Location is perfect just walking distance to all the pubs/restaurants/shops. Overall a good base and we would stay again.,4,2021,10,07
242,Astonishingly Rude Reception Staff (Sophie),"Good location not bad value for money but when I specifically request a quiet room I do not expect to be put directly above the A/C unit. When I complained they said we are full we will not refund you.
The little witch on reception who’s face might fall off if she smiled refused to fetch the manager for me. I was eventually told the A/C would be turned off at 9pm.
Great way to encourage customers to come back.",1,2021,09,10
242,Very enjoyable,"Hi, I stayed in The Abbey Hotel, Middle Abbey St Dublin last Tuesday night, it was my second stay in 2 weeks. Although the hotel is not as luxurious as other city centre hotels I can not find fault with it. The lady at reception who told me she is the manager was very nice, helpful and polite. The 2 different rooms I stayed in were clean, had comfortable beds and a good sized bathroom. The best part of the hotel for me is the bar down stairs, the staff, especially Darragh are very helpful and up for a chat and a laugh. The Stout is first class and always flowing. Overall the Abbey is excellent Value for money, for what it is, it is excellent, clean and very customer friendly, it will be getting to see plenty of me and my friends in the future... Keep up the good work folks.",5,2020,08,17
