Location Name,Title,Text,Rating,Year,Month,Day
217,Beautiful Ireland,"Beautiful resort! Excellent staff. Happy to have stayed here. Delicious food, incredible spa, wonderful bedroom and comfortable beds. 

Close to the Powerscourt gardens, and distillery. Cute town nearby to enjoy local charm. 

Will be here again",5,2024,10,18
217,Stunning hotel,"Absolutely stunning place to stay it was spectacular no other words to describe it. I gave 4 stars as we went to the sally gap restaurant and for the prices that are charged the food was nothing special. 

This is a lovely hotel I definitely would stay again. Just think the food needs a bot of a revamp.",4,2024,10,15
217,Special treat for a special birthday.,"Overall a wonderfull experience. Staff very friendly and helpfull. Wonderfull choice of food at both breakfast and dinner. Ticks all the boxes for both myself and my wife and hope to pay another visit there in the not too distant future.
Highly recommended.",5,2024,10,08
217,Amazing anniversary two night stay at Powerscourt!,Wasn't looking forward to the long trip from Cork but it was definitely worth it! Comfortable and luxurious room with all the details you would expect from a high quality 5- star establishment. Hotel is set in the trees with peaceful and beautiful views. Initially disappointed to find out the Sika Restaurant was closed for the duration of our stay (private function) but we could not fault our meals in the The Sally Gap Bar and Brasserie. Fantastic food and ambience. We loved the Guinness soda bread and we were allowed to purchase some from the kitchen to bring home with us! Staff at Powerscourt are friendly and excellent at their jobs. Enjoyed a wonderful massage at the spa. The pool and sauna/steam rooms are first class. Will be returning to explore Glendalough nearby and also avail of the bikes to further explore the gardens and grounds.,5,2024,10,08
217,Perfect first stop in Ireland- and the the best!,"The perfect first stop on our two week tour of Ireland for so many reasons! Close enough to Dublin Airport- we drove to Enniskerry  as soon as we arrived- and were able to get early checkin to take a much needed nap! We then used the free bicycles to go down the road to tour the Powerscourt Gardens and have lunch at the lovely- (with incredibly good food) Powerscourt House Cafe. We had a little hitch in our reservation (for some reason, we were booked for 3 rooms), but when it was resolved, by a wonderfully understanding Director of Operations (Eamon Chester) he sent a lovely fruit basket to apologize for any inconvenience. The  large room/suite was the nicest we stayed in during our entire trip- we enjoyed the free tea/coffee and pastries each morning before we left on day trips. A great bartender, (from Poland- don’t recall her name), gave us terrific advice on local sites, and taking the train to Dublin- we came back to the bar the following night to thank her for all her recommendations. Such a great location from which to tour the the Wicklow Mountain area, the tallest waterfall in Ireland, and the beautiful eastern coastal towns.",5,2024,10,06
217,tranquility and security place to stay with family and friends,"amazing stay! Eva, Gabriela and Daniel at Sika restaurant made may stay memorable! thank you so much guys! Yvonne is perfect and She is very quick to respond to guests' requests… and the younger blond concierge was helpful and super attentive, (sorry but I forgot his name) I will definitely come back again! quiet place, with good food and very polite people.",5,2024,10,04
217,Wonderful experience,"Beautiful surroundings. Excellent location. Special thanks to Mikela at reception and Powercourt hotel staff for providing us extra ordinary service and memorable experience.

Stayed here for 2 nights and plan to visit again in summer.",5,2024,09,29
217,Fabulous visit to Ireland,"John (the door man) gave us great ideas of sites to see. The hotel and grounds were fabulous. There were lots of sites to see around the area of Enniskerry. We did not want to leave, even after staying an extra night. We will be back. Ireland is truly beautiful.",5,2024,09,28
217,Five Star Plus - I didn’t want to leave,"From the moment we arrived to the moment we (reluctantly) left we were treated by the genuinely nicest and friendliest staff. It was a fabulous and relaxing weekend. Our rooms were huge (dressing room, sitting room, beautiful en-suite) and the beds so comfortable. We ate lunch in the hotel bar when we arrived on Friday afternoon and the food was top notch. Friday night we ate in the bar restaurant, gorgeous food. Saturday night we ate in the Sika restaurant, again fabulous food. I treated myself to a 90 minute calm massage which was so relaxing I floated out. This was a truely enjoyable weekend and if I could have stayed longer I would have. I will most definitely be back. Thank you all.",5,2024,09,23
217,A very special memory,"We are still dreaming about the most memorable time in our lives. The day after we got married, we stayed for two nights at Powerscourt Hotel. To say it was idyllic is an understatement. We opened our gifts & cards in our beautiful room, cycled around the most breathtaking estate in the best weather Ireland has had, relaxed in the pool, ate magnificent food and were treated with such kindness & hospitality for the duration of our stay throughout. Powerscourt will forever hold a special place in our hearts & we cannot wait to celebrate many anniversaries there in the future. Thank you to everyone working there, you may never trully understand the impact you make in creating the most special memories.",5,2024,09,22
217,Fabulous stay,"After some issues with our booking the front of house manager booked us in to a beautiful suite on the 5th floor. We had stunning views over looking the garden from all windows. We ordered a bucket of ice to our room and to our surprise a bowl of gorgeous chocolate covered strawberries were waiting for us also. Spoil yourself with a fabulous stay here, all staff supper friendly. A big thank you to the front of house manager who was so professional and polite, he set the tone for a wonderful stay.",5,2024,09,22
217,INCREDIBLE LUXURY IN BEAUTIFUL SURROUNDINGS,"From the moment we arrived until even after we departed, we were treated very well by all the staff at Powerscourt. After flying overseas from Canada, we arrived very early in the morning where in most cases we would not be allowed to check in that early. At Powerscourt the lady receiving us was very accommodating finding us a one-bedroom suite as booked.
The suite itself was spectacular as is the entire property truly a five-star luxury resort hotel in every way. Our suite had a beautiful extensive bathroom with two sinks, a full-sized bath tub and an amazing walk-in shower with both tremendous volume waterfall and hand spray heads.
The bedroom and specifically the bed was very comfortable and the room was quiet throughout our stay. The living room with a coffee and snack bar and an additional bathroom should you have guests in your suite no need for them to pass through your bedroom to use the facilities.
The suite also had a full-sized walk-in closet with several amenities, electronic safe, shoe brush, lots of hangars etc. Everything was provided to ensure a relaxed comfortable stay at Powerscourt.
Breakfast at the hotel is in a beautiful dining room looking out over the estate with full service you would expect at a luxury resort. There you can order anything off the menu or specific things you may want or you can avail yourself the very extensive and impressive buffet.
The grounds on the estate are spectacular to say the least, gardens, distillery and beautiful Wicklow County scenery. Complimentary bicycles are provided and there is more than adequate car parking available.
I would without hesitation highly recommend the Powerscourt Wicklow to anyone wanting a truly five-star luxury retreat where you can relax in absolutely beautiful surroundings.",5,2024,09,22
217,Must go.,"Hard to fault anything really, treated perfectly by everyone....no hassle with anything...the area is amazing, the hotel lobby is amazing, class pianist too.
The room was perfect....food was great, spa & pool is the best I've ever been in.",5,2024,09,21
217,Fabulous from arrival to departure!,"Fabulous! We were made to feel very special from the time we arrived to when we left. The staff were courteous, helpful and nothing was too much bother for them. The food was excellent in both of the restaurants that we experienced and we really enjoyed the wonderful pool and steam room/sauna complex. Overall we could not fault this hotel. It was simply superb.",5,2024,09,20
217,A major splash out treat,"Amazing, if you are going to splash out go for the 6th floor sugar loaf facing room with a Balcony. We sat out on the balcony in the evening having a drink looking at the view . Awesome hotel. 
We got the bike a cycled the hill on way back from river walk is a walk your bike it is steep. Or maybe it was the Distillery tour and whisky tasting before going down the hill .",5,2024,09,19
217,Powerscourt again next year.,Incredible location. Not too far from Dublin. Golfing was incredible. Spa and food were very good. John helped us with getting bikes to ride to the 3rd most beautiful gardens in the world. Top notch service! Mossy was a huge help not only on arrival with our bags but coordinating for our pickup too. We’ll be back again next year.,5,2024,09,17
217,Fabulous hotel,"What a fabulous hotel! Stunning from the moment we arrived and into the lobby, Powerscourt hotel far exceeded our expectations. The bedroom was big and the bed wonderfully comfortable, we immediately regretted that we had just booked for the one night.The staff were very friendly and super helpful. The breakfast, with the choice of buffet or served to the table or both, had a selection to rival any other hotel we’ve stayed in and was delicious as well as providing fantastic views of the garden and Sugarloaf mountain. I can’t wait to go back and would recommend it to anyone",5,2024,09,17
217,Excellent,"From John the Concierge to reception and onto Joe (Sika Restaurant Manager) and everyone in-between, our experience could only be described as fabulous. The quality and selection of food was excellent. Our room and the servicing of it was totally 5 star quality.
It was our 40th wedding anniversary and Powerscourt made it very special. Thank you Powerscourt.",5,2024,09,17
