Location Name,Title,Text,Rating,Year,Month,Day
231,City centre convenient,"A Chocolatier’s Stay at the Leonardo Hotel, Parnell Street, Dublin

During my recent trip to Dublin, I stayed at the Leonardo Hotel on Parnell Street—a perfect base for my explorations, including a visit to the Guinness Storehouse. Located right in the heart of the city, the hotel provided a comfortable and modern retreat with all the amenities I needed to unwind after a day immersed in Dublin’s rich flavours and history.

From the moment I arrived, the Leonardo Hotel made me feel welcome. The staff were incredibly friendly and attentive, and the check-in process was smooth. My room was spacious and thoughtfully designed, with a focus on comfort. After a busy day sampling stouts and chocolate pairings, it was the ideal spot to relax, featuring a cosy bed, well-appointed bathroom, and a seating area where I could reflect on my day and jot down ideas inspired by my visit.

The hotel’s location was excellent, offering easy access to both the Guinness Storehouse and Dublin’s vibrant centre. Parnell Street is close to a variety of cafes, restaurants, and cultural landmarks, allowing me to enjoy the city’s atmosphere as I strolled to different spots. Returning to the Leonardo each evening felt like a welcome escape, with its contemporary décor and peaceful environment.

Breakfast at the hotel was another highlight. As a chef, I’m always keen to see what’s on offer, and the Leonardo didn’t disappoint. The buffet featured fresh, local ingredients with a great selection of hot and cold options, setting me up nicely for a day of tasting and exploring.

My stay at the Leonardo Hotel, combined with my visit to the Guinness Storehouse, was a memorable experience. Dublin has a unique charm, and the Leonardo Hotel added to it, giving me the ideal mix of convenience, comfort, and hospitality. For anyone visiting Dublin, especially for culinary adventures, I’d highly recommend the Leonardo as a welcoming place to rest, recharge, and enjoy the city to the fullest.",4,2024,10,15
231,Excellent location for Dublin town centre and temple bar,"Hotel is brilliantly located. Short walk to Temple Bar and O’Connell Street. Airport bus stops on O’Connell Street just around the corner. Luggage area meant we could leave our bags after check-out and roam Dublin bag free before our return flight. Hotel smells amazing as soon as you walk in. Tea/coffee and water available in the foyer. Breakfast was great, fantastic choice of food. The bar was also gorgeous. The room was so modern, trendy and spotless, lovely bathroom with great shower. Definitely would return here.",5,2024,10,07
231,Worse hotel experience,"The manager is the worse and most annoying hotel resectionist you’ll meet to date, you’ll see him with his bald head and white shirt. He’s rude and very proactive and made me actually leave my hotel willingly in the middle of the night because he wouldn’t let my girlfriend stay with me just because one of my boys came up to my room first to charge their phone and leave which was 6 hours ago before she came at night, there’s cleaner and nicer hotels with friendly staff around Dublin id recommend avoiding this one",1,2024,10,02
231,Superb location but...,"This hotel is in a great location. It is just around the corner from where the buses from the airport stop and where the hop on hop off tour buses pick up. It's also on a tram route if you don't fancy the short walk to the river and Temple Bar area. The room was clean and the bed very comfortable. Breakfast was tasty with a good choice but there may be a queue if you arrive for your breakfast at the same time as a tour group. We ate in the hotel on our first evening. The restaurant was closed for a tour group but we were able to eat in the bar (from the same menu) and the staff were very apologetic about the delay. The food was absolutely fine when it arrived. Our issues started when we checked in and whilst we got the upgrade we requested online, we were not given the accompanying vouchers for free drinks and 20% of food. This was resolved by the bar staff who took it upon themselves to go down to reception and retrieve said vouchers. We thought that was us sorted. Unfortunately, that we had an upgrade that included mineral water, snacks ad a daily paper - was not communicated from reception to housekeeping. Twice we had to ask for our goodies (that we had paid for) We did get a lovely apology and some delicious chocolates from housekeeping (thank you!) But if you go for an online upgrade do check at reception on check in that everyone knows you have this. Apart from this I would give this hotel and I would use again next time we are visiting my daughter. ",3,2024,09,26
231,Carol in Dublin,"Great location, very central. Some disappointing uncomfortable experiences during our last breakfast with the unfriendly rather rude staff 17-09-2024! However Valentine the french lady at reception was the star during our stay. She was humble, friendly and accommodating. Also special thanks/praise to Reina on the 2nd floor restaurant/bar. gr room 551!",3,2024,09,22
231,Great location in city centre,"The hotel itself it very central, just off O'Connell Street.  It is also around the corner from Henry Street, so it is ideal for shopping.  
Our room was lovely and clean.  Very big shower.  We only stayed one night, but the room had everything needed.  
We did not eat in the hotel, but the bar menu looked lovely.  
Very good value for money.",5,2024,09,03
231,Fantastic,"Brilliant hotel with brilliant team of people.  The rooms were spotless, greeted us with fresh cookies and glasses of bubbles as we checked in.  Lovely touches but the staff are stand out at this hotel,  so friendly and so lovely,  check in,  housekeeping,  bar staff just delightful.  Breakfast was delicious! ",5,2024,09,02
231,Clean and polite hotel,Although we had been moved here due to our other hotel being double booked this Hotel was lovely and clean breakfast was spot on easy check in and out all the staff was friendly and polite great location with a good old fashioned pub (Parnell) within a 2 minute walk,5,2024,09,01
231,One person ruined our stay . Adrian,Although the room was nice and majority or staff were welcoming and helpful there was one person who made me and my partners night terrible. Adrian who stated he is a nightshift manager grilled myself and my partner about our stay and if we were both booked into the room. The sheet clearly stated 2 people and he was stating because her name wasn’t on the sheet that we should have to pay an additional €30. Even when he was shown the booking had 2 persons he challenged as I didn’t write her name on the check in sheet. Visibly frustrated by this he continued to be obnoxious and rude. Using the line if you don't like it then go somewhere else. If this is the type of behaviour from a manager then it’s truly appalling. This is enough for me and my partner to never go back to this hotel again. He is a vile person,1,2024,08,27
231,"Lovely hotel, great location","The hotel has been renovated to a high standard, really clean spacious modern bedrooms, plenty of plug sockets and storage for a short stay. 
Only downside is there’s nowhere to hang your towels after a shower other than the bathroom door but if there’s 2 or more of you in the room it’s not ideal. 
The beds in our and our groups opinion really really uncomfortable. 
Friendly staff, vending and ice machines available in the corridors. Aircon in the rooms. 
The hotel is in a great central location and easy to walk everywhere.",4,2024,08,24
