Location Name,Title,Text,Rating,Year,Month,Day
219,"Chirag n Shriya were very humble , guiding and  helpful through your our stay in Dublin","We liked the location was very easy to go through the city , staff was very friendly. We first met Chirag in the counter who did our check in , from then till we left the hotel he was very cooperative. They even packed our breakfast s when we had early trips to do Thank you",5,2024,10,18
219,Just part of Suzanne's group.,"Fantastic rooms both times we stayed! Very clean rooms! Great hospitable staff! Isabel was very helpful. She gave me an extra elevator key when I had left ours with my wife in the breakfast area. Then she guided me to the elevator but I thanked her and did the stairs. Great exercise!
I look forward to coming again someday, maybe bringing more than just one daughter..
Dios Te Bendiga!",5,2024,10,17
219,No Complaints !,"Stayed in The Address Connolly for one night in September. We had a very comfortable stay. We arrived a bit early but the Receptionist very kindly arranged access to our room. The room was clean with a very  comfortable bed. All staff we came across were friendly and helpful
Special mention for Emma who efficiently  arranged for some items we left behind to be posted on to us. Hotel is in a great central location close to transport hubs .
Not cheap but then again this is central Dublin!",5,2024,10,14
219,Just OK,"The hotel was ok. When we arrived the bedroom was like a furnace. We put the air conditioning on and it was so noisy we had to turn it off. The room itself was adequate. The mini bar was empty so I’m thinking that this is on the same level as Premier Inns. 
We put the make the room sign on the door when we left the hotel at 11am. When we returned at 4.30 it was still not done. I spoke to the housekeeping guy outside and he said he would do it now but we said it’s too late we need to get changed. The bar area is great and the staff were lovely. The breakfast was very good, lots of choice. 
Sadly the location of the hotel is not good, it’s by the station so you get a lot of litter outside the hotel and also a lot of people who are homeless sleeping nearby . My husband got offered drugs on 2 occasions. I know they can’t help it but it doesn’t help you want to come back.",3,2024,10,14
219,Visit for Wolfe Tones Concert.,"On arrival Isobel greeted us at reception.  She was very helpful as we had stayed there before.  They stored our luggage at reception as room was not ready when we arrived.  This is a handy option.  
We were then checked into a twin room on the 4th floor.  It was very comfortable and also came with a walk in shower which was handy.  Breakfast was buffet and was nice enough.   Well done to everyone there for a lovely stay.",5,2024,10,13
219,Don't care about customer satisfaction,"So booked a club room at this hotel, arrived to the room around 9pm and created by the most horrendous smell of mould. Flagged it at reception and after waiting half an hour the manager cam to the room. Agreed it smelt but advised there were no other rooms free. After another half an hour he turned up with an air freshener and expected us to put up with it or his words leave and find another hotel. They would not refund us though as it's in there policies no refunds. 

After a bit of back and forth they loved us to another room which also smelt but not as bad. 

The air con is stupidly loud and you cannot sleep if it's on. 

No kettle just a coffee machine 
No bath
No robes 

We were moved to a basic room not a club what we paid for 

On checkout I airer concerns again and asked for a refund which they point blank refused. 

They are trying hard to be quirky and forgetting all the basics of comfort and customer services 

I would never stay here again and would not recommend",1,2024,10,02
219,Warning,"Stayed for 3 nights for our first trip to Dublin, firstly the main reason we booked this hotel was for the spa and pool when we tried all three days to use it we were told it wasn’t working and will be working the following day but didn’t our whole stay :( secondly for our second day we got up to start our day as we had bookings for things to do and the water wasn’t working at all and was told it would work in the next thirty minutes but when I called again they then said another up to two hours so we had to buy water bottles to wash ourselves. Like other reviews we’ve seen the aircon barely works and our room was boiling hot. Staff were nice though and helpful with bags and also has a lovely restaurant attached too x just a shame with not living up to our expectations and what we paid for x",2,2024,09,19
219,Utterly appalling,"On checking in at 10,45pm I found my room was 30degrees + and the aircon deafening but ineffectual.  I had to find an alternative hotel as, despite seeing someone else check in as I left,  they said they had no more rooms.
So a €12 taxi ride and an additional €100 later I finally got to bed at gone midnight.
This hotel offered zero assistance or contribution to my extra costs, never mind any form of compensation.
50% off a future stay when I have no plans to return to Dublin was frankly an insult.
They should be ashamed to say they are part of the hospitality industry",1,2024,09,19
219,Good hotel and very friendly,"This hotel is lovely and the staff go out of their way to be very helpful and friendly. 
The smell of the hotel and its toiletries is fabulous and I’d love to know what it is?
We were part of the club lounge that although lovely with a roof terrace, didn’t have much in the way of breakfast stock when required. The North restaurant at the hotel was ok food-wise, but not wowzer. The hotel is approx 20 mins walk to the centre of the city and also opposite the train station and taxi rank. The trains were not very loud, so all good there. 
I would definitely visit the is hotel again.",4,2024,09,16
219,Overviewing Dublin,"We had a very comfortable stay in our room on the 9th floor, with an amazing view over Dublin.
Needed help with the air condition late at night and a very nice guy called Ahmet helped us.
Thanks Ahmet for your patience and time. After that we had a very good sleep, 
We had to start to the airport early in the morning, the Dublin airport express stops nearby.
We come back next time",5,2024,09,12
