Location Name,Title,Text,Rating,Year,Month,Day
135,beautiful quant hotel near St. Paul's,"the hotel staff was great, so friendly. my room was lovely. I was upgraded so I had a corner suite that was quite spacious. Everything was in great condition, no obvious wear and tear that you sese at some hotels.
Pls note this is near the tube, and a long walk to such attractions as Buckingham Palace, Harrod's., etc. ",5,2024,10,19
135,"Great Hotel, service and overall atmosphere - thoroughly recommended.","This a small, but mighty gem in the London Hotel scene. Great location, service, rooms and most importantly, ambience which makes every stay a real pleasure.",5,2024,07,18
135,"Excellent Hotel, service and overall atmosphere - thoroughly recommended.","Excellent Service, Decor, Location and Ambience - a real ""home from home"". I look forward to my next stay.",5,2024,10,19
135,overnight stay,Quality boutique hotel in excellent business location. Friendly and attentive service. Good facility for business meeting.,5,2024,10,18
135,cosy hotel,"well located charming hotel , very comfortable room and bathroom; restaurant is good too and on rooftop",4,2024,10,17
135,Nice hotel,Nice services and the room is clean. Great locations with various amenities and tourist scenery like St. Paul Cathedral. ,4,2024,10,16
135,Exceptional,"From checkin to checkout the staff was on. The overall property is adorable. A small hotel that is packed with all the amenities. Clean, elegant and conveniently located. ",5,2024,10,16
135,Perfect hotel.,"Nice room, Perfect located. Big size bed and very confortable. Perfectly clean and every day. No doubt we will come back",5,2024,10,15
135,London couples trip,"One of the best hotel trips we have experienced in London. 
The staff were mega friendly and helpful, and we loved the spacious room and welcoming bar downstairs.",5,2024,10,14
135,A hidden gem!,"Vintry & Mercer… one of the small luxury hotels of the world and I can see why they are part of this elite family. Attention to detail was impeccable. The staff were friendly and professional, nothing was too much trouble. The DND bar was an experience I won’t forget , the Vintage Sazerac was stunning. 
There is something special about the intimacy of a small hotel which, for me, makes for the ultimate experience.",5,2024,10,12
135,Outstanding staff,The hotel was well maintained and well placed for a stay in the City of London but it is its staff that make it stand head and shoulders about others. Without exception they were first class in every way.,5,2024,10,11
135,Perfect Three Nights,"A perfect few nights in London. Great location away from the hustle and bustle but still centrally located and easily accessible. Very quiet at night. Room was huge - we got a free upgrade which was SO appreciated. Normally rooms in London are quite small so having a lot of space was a treat. Otherwise, room was very comfortable with everything we needed and the complimentary drinks in the mini bar were much appreciated. Room service was fantastic for both dinner and breakfast, and every time we had a request it was tended to immediately. The rooftop restaurant was also lovely on a sunny evening. Would highly recommend to anyone for a stay in London!",5,2024,10,10
