Location Name,Title,Text,Rating,Year,Month,Day
129,Fantastic Experience!!,"Strongly recommend staying at The Ampersand Hotel!!! Here's why...

First, the surprise of rose petals on the bed with the number 10, along with some chocolates AND champagne, BLEW us away!!! We've never had a surprise like that so it was appreciated so much!! What an incredible way to start our anniversary trip!

Secondly, the staff was very accommodating!!! Any time we had a question or request, it was taken care of immediately. As someone from the States and how fast paced our culture is, your staff was better than any hotel staff we've experienced. 

MAJOR shoutout to the bartender who gave us tons of help and tips for navigating the city! I did ask him his name but it's escaping me...

The hotel was always clean and housekeeping took care of our room perfectly. 

The food and drinks were all delicious, very impressed with the new cocktail menu!

I can't think of many downsides other than I wish the exercise room was a bit bigger :)",5,2024,10,14
129,A week in London,"For the first time we went on a city trip for our summer holiday. We are a family of three (1 child, 8 years old) and we booked a stay at The Ampersand Hotel in the Deluxe Studio room.

Minor things:
- Wooden floors can be noisy
- Tube runs under the hotel which is also a bit noisy although it didn't affect our sleep

Positives:
- Really great hotel with amazing afternoon tea options
- Location. Practically next to Natural History & Science Museum (also Victoria & Albert is nearby) and tube station South-Kensington (District, Circle & Piccadilly lines).
- Children friendly

Overall we had an amazing vacation, in part due to the hotel & its staff.",5,2024,08,01
129,Outstanding London Weekend trip,"The hotel is in a great location. We attended a concert at the Royal Albert Hall and it was easily in walking distance. The surrounding bars, cafes and restaurants were superb. The hotel is lovely with the staff service exemplerary.",5,2024,10,14
129,Weekend in London,"We had a lovely weekend stay at the Ampersand. We stayed as a family in a suite and it was perfect . The hotel is really kid-friendly and my girls had a lovely welcome with treats and drawing books in the room on arrival .  My 2 year old twins really enjoyed the Jurassic afternoon tea in their restaurant as well .

The hotel couldn’t be in a better location - close to the tube and to many attractions. The staff have been really helpful and accommodating . I will definitely stay again next time we are in London .",5,2024,10,13
129,Very Good Hotel,Great location and excellent hotel. Food could be better but staff are helpful. Use to be better value for money as getting quite expensive now for the rooms. ,5,2024,10,11
129,Superb location,"Visiting local museums and Royal Geographic society book launch could not have been better located. Easy access from tube station and a taxi rank right outside. Thoroughtly enjoyable, will vist again.",4,2024,10,11
129,Exceptional Service and Facilities,Don’t pass this one up! The staff really put this quality hotel over the top. The tube stop is across the street and Kensington Gardens are a short stroll away. The room was beautiful…with heated bathroom floors. We will definitely return to the Ampersand Hotel on our next visit.,5,2024,10,10
129,Keep coming back.,"We love this hotel. Great rooms, exceptional service and lovely food across the board. We keep coming back!",5,2024,10,06
129,Boutique Hotel - The only place to stay in South Kensington,"I absolutely love the Ampersand Hotel. From arrival and being greeted at the front door to a heartfelt cheerio on check out, the hotel oozes style with a real personal connection to the guests. This is my fourth visit to the hotel, a big thanks to Catarina Antunes, who always makes it feel so special when we stay. Housekeeping were undeniably superb as ever, from delivering items to the room at a minutes notice to the cleanliness of all of all areas in the hotel. Well done to them. Thank you very much for another tip top stay in South Kensington, you are the very best at what you do.",5,2024,10,05
129,Amazing Ampersand!,"We cannot truly express how wonderful our stay was at your hotel. All staff were amazing- friendly, helpful and professional. Our room was superb with amazing comfy pillows and bed- we slept so well. 
I would recommend The Ampersand- it was amazing!",5,2024,09,28
129,What a great experience!,"Outstanding!
We had the most amazing experience at The Ampersand. Staff are all friendly, professional and accommodating. We felt so cared for here. 
Our room was comfortable and clean and the attention to detail in the daily room service was very professional.
I would strongly recommend The Ampersand, a great hotel and a very convenient location to museums and the tube. 
Thank you to the staff for making our stay so enjoyable!",5,2024,09,28
129,The Ampersand.. both thumbs up with a smile 😃,"Beautiful & cosy 5 star boutique hotel , only 5 floor very quite & rather chic. The color schemes & furniture are simply amazing, you feel warmth once you enter. 
Small lobby .. yet again small hotel but adjacent to the lobby is the drawing room where their famous afternoon tea is served.

The staff are all well trained & very professional, my check in took literally less than 5 min.
Concierge takes you up to the room & explains every little detail about the room. Their attention to detail & your pre arrival requests are spot on. 

Very family friendly, you see families & kids there all day either in the drawing room or the restaurant in the lower ground floor. 

Didn’t get the Chance to try the food as I out most of the time but i am sure it’s delicious.",5,2024,09,26
129,Wonderful!,"Great area, friendly staff, wonderful room and overall perfect. This will definitely be my go to hotel while in London. ",5,2024,09,26
129,Work Trip,"I really enjoyed my stay at the Ampersand.
The staff were excellent and the room and hotel are very chic.  
Very comfortable with an excellent bed.",5,2024,09,26
129,Not at all a luxury hotel of the world! Go elsewhere,"The hotel is well located, majority of the staff is very helpful and friendly. Now here is where the problem starts. Majority of the rooms are facing a wall! They do not show this on the website. We called Amex to complain about the underwhelming room for a so called luxury hotel of the world and Amex fine hotel collection. Amex is helpful and called the hotel for a resolution. The hotel literally lied to them saying that we requested a quiet room and hence we were given the room facing a well! 
We had other family members, one of them had a room with a nice view and they asked the bell boy if this was a good room, they were told that yes this is the best, the rest are facing a wall! Is it a good hotel? Yes. Is it a luxury hotel of the world? Absolutely no. There are many other hotels in the same price range where you can get better value for money, and the management will not lie to Amex when they call for a resolution. Very disappointed, and never staying here again. 
View from our “deluxe” room with a tiny window.",2,2024,09,25
129,"Lovely Hotel, Great Location","We stayed at the Ampersand Hotel for 4 nights. Although our room was relatively small, the accommodations make up for the space. Comfortable beds, your choice of pillows, free snacks and soft drinks refilled daily. The staff was friendly, food delicious and a wonderful location to get on the tube or eat in the neighborhood. ",5,2024,09,24
129,Great hotel with excellent location,"Very close to South Kensington station. Impeccable service. I had a small double room which was small but cozy, a good size for my short stay.",5,2024,09,21
129,London Visit,"This was our second stay at The Ampersand Hotel and it was wonderful again (10 years later).  The location is perfect for museums, shopping and restaurants and the Underground is very convenient even to Heathrow.  Great friendly staff and lovely rooms. ",5,2024,09,18
129,Quick Londer trip,"I found the Ampersand Hotel off the AMEX FHR section. It was a little more expensive than other hotels in the area, but i like the location to the underground and thought it would be a good choice.  Next time, i would pick something else.Nothing wrong with the hotel, the view outside was just boring.  ",5,2024,09,16
