Location Name,Title,Text,Rating,Year,Month,Day
239,Wonderful celebration visit,"My Mom and I stayed at Mount Juliet, in the Hunter's Yard, for three nights on a trip to celebrate her retirement and 65th birthday, which the hotel marked with a special treat. The room was clean, large and well appointed, with nice decor. The bed was really comfortable. The staff were helpful and friendly. The breakfast had the usual items and the restaurants had limited dinner menus, but the food we had was tasty. We enjoyed the movie theatre, spa treatments, and the grounds of the estate. There were other activities available as well, which we didn't book.  There is a shuttle service between the two hotel locations on site. Not a walkable location as there is little outside the grounds, but it was easy to get a taxi to Kilkenny for sightseeing if you ask reception. Kilkenny has a few tourist activities, but is pretty small. We downloaded the Free Now app and it worked great to get a taxi from Kilkenny back to the hotel. Jerpoint Abbey is a nice little historic site just a short drive down the street. There is plenty to do if you are looking for a leisurely, relaxed break. It may not be your thing if you are looking for a hotel/area for lots of tourist sightseeing/activities. My Mom was disappointed there were no longer equestrian activities, and found the pool too cold. Otherwise, it was a perfect stay.",5,2024,10,14
239,Outstanding Hotel,"This is such an outstanding hotel! Just returned from one night. I cannot recommend it  highly enough! The staff in every part of the hotel are exceptional - every one smiling and greeting you. Check in was super, lovely reception area, rooms were above and beyond, heated bathroom floors, and also with the extra addition  (which is so welcome) of a fridge with a choice of sparkling or normal Ballygowan water and also a coffee machine and tea making facilities. Had dinner in the Hound, once again super meal, super service. 
Lastly the breakfast this morning was superb! Such a wide and varied array of food. One of the only hotels I have stayed in where you get real orange juice!! The selection for the fry was also wonderful and also noted there was no grease on any of it. A chef cooks your eggs how you like, toast is plentiful as are the coffees. Big shout out to Mary who was the hostess for breakfast. When she heard I was heading off on a long car journey, asked me if I might like a coffee to go! What a lovely little send off! 
Honestly this hotel does not fault on any level. Can’t wait to return!",5,2024,02,23
239,A little disappointed,"We were on a driving tour of Ireland with friends. We had arrived on the ferry from Fishguard so arrived fairly late at the hotel. We had visited this hotel on a similar tour in 2015 and were very impressed with the exceptional  quality of the service. On this occasion, whilst the service was good it was less than outstanding. We had to walk from the carpark to reception and search for someone to get our bags. Service at the reception desk was slow and it was nearly 7:40 pm before we got to our rooms and we had dinner booked in the Hound restaurant for 8 pm. We had a nice room and bathroom facilities were good. Dinner in the Hound was OK but not up to the level we had expected. Breakfast was mainly buffet including the hot food where we had expected this to be freshly cooked. Overall a little disappointed compared to our previous experience.",4,2024,09,26
239,Excellent guided tour of Manor House by Sean,Guide Sean provided us with a detailed and thoroughly enjoyable tour of Manor House. He was very knowledgeable and shared great detail on especially the stately Manor House and Hunters Yard.His sincerity and passion for this majestic estate was evident throughout.We really enjoyed ourselves.,5,2024,09,25
239,Worst 5 star stay,"Stayed here for one night with my
Boyfriend and was not a good experience.

We booked to Stay in mount Juliet but little did we know we weren’t staying in the Manor House , but the courtyard hotel in the property. The Manor House and all facilities from the Manor House was closed off due to a private function so bare that in mind when booking with this place as they don’t tell you in advance.

We phone that week to book into the lady Helen restaurant to be told we can’t as it’s a private function and can’t access the Manor House.. only for we rang we would have never known.

They promised to up grade our room over the confusion.. however they never did.

 When checking staff struggled to understand and apologised for not upgrading…

We had a family member ring in advance and give a voucher as a birthday gift to be left in the room with a card… was never done.
They paid for this voucher and yet staff just didn’t alert us of this.
Thankfully we knew in advance and rang reception when it wasn’t in room…
So if we didn’t ring we wouldn’t have gotten voucher even though it was paid for???-

If you are a five star hotel all staff employed should be fluent in English.
If you’re coming to this hotel to experience Irish culture don’t bother. Not one Irish staff member worked for the two days we were there. Was disappointing to not encounter one Irish staff member to discuss our issues with. The members of staff we brought the issues to , had trouble understanding and were very incompetent to deal with it.

When dinner time came we could
 Had more problems. The waiter came to take order after sitting around for ages and split the candle over my partner and burnt his leg with wax…again the lack of English speaking caused more frustration.

The bar in hunters yard was also very disappointing nothing exciting.
We had been looking forward to use the whiskey bar in mount Juliet but again was closed off to public ..

We went to the pool the next day and jacuzzi was closed… it was just a very bad five star experience.

It’s not worth going.
I’d recommend spending your money and going to a better hotel With Irish staff to experience Irish culture and better quality of service.
Was shocking.",1,2024,09,23
239,Lovely period hotel in Kilkenney,"Very nice but short (one night) stay at Mount Juliet.  The rooms are lovely and ample in size.  We stayed in the Manor with a river view and it was lovely.

We ate at the restaurant at Hunter's Yard which was simple but quite good.  Note that it is a very long walk, but they provide a shuttle.  We had drinks in the Manor bar which was very good, as was the complimentary breakfast. 

The staff was also friendly and accommodating.",5,2024,09,23
239,A special countryside retreat with 5* service!,"a beautiful classic estate retreat convenient to Kilkenny and Waterford.  Amazing property, attentive staff, fabulous F&B- our only regret is not spending more of our two week vacation in this location!  Special shout out to Sean the resident historian who provided us a cool history lesson on the estate, the local area and offered great recommendations.  We thought we were joining a group activity fireside chat, instead just my wife and I received special treatment over a great cocktail and learned about the area from a native craftsman and master storyteller- it MADE our stay!!",5,2024,09,12
239,One of the most beautiful Autograph Collections in the Marriott Inventory,"We stayed at this location for 5 days at the end of August ""on points"", but were treated as though we paid top dollar. We are Marriott ""Titanium for Life Elite"".

It is an Autograph Collection Estate for sure. From check-in (Sophie and Caitlin from the back office were very helpful pre-check-in) to check out we had a wonderful experience.

The Tone at the Top at this Mount Juliet Estate, Autograph Collection must be extraordinary because every and all services were simply GREAT.",5,2024,09,12
239,Must stay at this stunning property!,"Love, love, love this hotel! We were wowed the second we drove on property! 

We had a hunters yard double queen room and it was spacious and overlooked a stunning courtyard. The hotel hallways are breezy and airy, which gave it such a nice atmosphere. Beds were delightful and so comfortable and the hotel had proper turndown service. We loved the heated floors in the bathroom!!!

The spa and fitness area is lovely. They have a huge indoor pool, jacuzzi, steam and sauna room. We didn't get a treatment but will next time for sure!

Ate breakfast and dinner at the Hound and it was great. 

It is worth noting that the property is huge and there is so much to see! Sadly, the entire manor house was reserved when we were there which was a bit of a letdown as this holds lady Helen resturant, the movie theater, and one of their bars. We had to ask if it was closed when we arrived and would have liked to know if this was the case prior to arriving. If you are visiting during wedding season on the weekend, would suggest calling to make sure it will be open. The outside of it was beautiful though! 

We were short ride away from Kilkenny and it is a must do! Staying at this hotel has been a highlight of our trip so far and couldn't recommend it more!",5,2024,08,31
239,Spectacular!,"Picky traveler here.  SPG  Lifetime Titanium, so we r well traveled and , yup, I compare every hotel detail by detail. I can honestly say that the Mountain Juliet is a pleasure in every way.  The buildings and grounds are exquisite. The walking trails were easy and beautiful.  Golfers paradise. The staff is exceptional.  You will want for nothing. It’s not like staying at a hotel, it’s like staying in someone’s county home.  We preferred not to stay in the main house and we were extremely happy with our choice.  Beautifully decorated, good food.  Don’t miss the Priory ruins nor the Irish National Stud Farm nearby!  Whether cash or points, don’t miss this one!",5,2024,08,26
