Location Name,Title,Text,Rating,Year,Month,Day
211,Flawless Croke Park Stay.,"Friendliness. Warmest welcomes & smiling goodbyes.
The most amazing team I habe ever come across in a hotel. 
Our Bedroom fourth floor 409 was over looking Croke Park Hogan Entrance. Great to see. 
Quiet room also. 
Toiletries from Dental Kit, Shaving, kit delightful scented toiletries   Bath, shower, Fluffy towels. Extremely  comfortable Double Bed , single bed too. 
Every comfort provided. 
Tea, coffee, Nespresso, biscuits. Cold operated mini fridge. All one could want in a room. 
Food was absloutely  exquisite. From Brunch at The Sideline bar to dinner in The Hawthorn. 
The chef & his team could be seen from  the dining room. 
Smooth operational team from behind the scenes to the team that served us our orders.
Sandra in the dining room was very helpful helping us chose our delicious  and beautifully presented food. 
Full tummies happy guests. 
Nick Cunningham was so helpful and informative  from our arrival to departure. 
On the day of The Leinster V Munster rugby game Nick Cunningham  suggested  te Executive Suite on our floor for a lovely quieter evening apres our evening meal and match. 
Fedrico at The Sidline Bar was so informative re cocktails and welcomed us also. 
The team at The Croke Park Hotel so stand out. 
Their unity and friendless , their work ethics.can  leary be seen. Working away as one ensuring a good team Nd a fabulous  stay for their guests. 
Look forward to staying again. Thank you.  Susan & Dermot Harris.",5,2024,10,19
211,A Well Oiled Machine that Excels Experience,"A Super 5 Star Experience.
From Driving into the Carpark to Walking into the Reception every minute was exceptional.
The decor, the comfort, the facilities and the staff made our stay just incredible.
The rooms were spacious, well presented and completely spotless. The bar drinks, the meal in the restaurant and  the breakfast were were all top class and the staff in every department from the Door Staff, Reception and Housekeeping who  were all such a professional well presented friendly team total made the experience and so it’s hard to single out any department but the food and beverage department mixed of young and older were outstanding. They were so busy over the 24 hours of our stay and they worked and worked and worked so hard and they smiled and were so courteous to all from early to late under enormous volume of numbers, hats off to them.",5,2024,09,02
211,A great hotel,"We had a wonderful stay for my sister’s graduation at Croke Park. The hotel was great. Nick Cunningham, in particular was really helpful. We had Alex as our host in the restaurant and he was just great, couldn’t do enough for us, calm, professional and helpful. Really recommend this hotel",5,2024,10,18
211,The Sideline Restaurant,"Evrim Polat was an amazing server. She was polite, efficient and very friendly. I have had a few bad experiences with service here before and Evrim has completely changed my mind. She is an assist to the Croke Park Hotel. I will definitely be back!! 10/10",5,2024,10,18
211,Restaurant service,"Ervim Polat was amazing with her service! So attentive, friendly and welcoming. An asset to your company. Service was great , food was lovely, really enjoyed the experience overall. Place was absolutely spotless too. Great experience all together",5,2024,10,18
211,One night stay,"This was a single night stay, while we didn’t get to use the various facilities of the hotel the service we received by the staff we did meet was very helpful and friendly. The rooms were spacious and well laid out. The bed was a little too soft for me so sleep wasn’t great but everything else was great. We will happily stay again",4,2024,10,16
211,Croke Hotel Park,"Great Service, comfortable Hotel, and good Breakfast. Everyone was fast and efficient and the rooms were very welcoming and good to sleep and relax at the end of the day.",5,2024,10,16
211,"Clean, comfortable and nice","My wife and I stayed at The Croke Park for the first 2 days of our trip. This was our third time staying at this hotel. The hotel staff was friendly and helpful when we arrived. We did arrive early and asked if we could park our rental until check in time. It turns out that our room was ready early so they checked us in! 

The hotel has a great lounge area in the lobby, and a nice modern bar. Parking is conveniently located below the hotel and they take guest security very seriously. The rooms were clean, very comfortable and modern. My wife and I loved the nespresso maker in addition to the standard kettle. 

The Croke Park Hotel is within walking distance to so many of the sights of Dublin, so there’s no need to drive and park. My wife and I walked everywhere we wanted to go as we had done the previous two times. We hope to return again soon and stay while in Dublin.",4,2024,10,12
211,Very unfriendly reception staff and location a let down,"A hotel for young people or people who drive. No facilities whatsoever in the area restaurants or pubs. Long walk to nearest bus stop 12 minutes no Luas service so if you don’t drive you have to factor in Taxi fares 
Very clean hotel and breakfast very good.
Staff in restaurant were helpful but reception staff I would consider to be very poor and were not very helpful gave a bad impression of the hotel from the time we arrived.
Hotel not suited to older people",4,2024,09,25
211,Hotel is wonderful,"The hotel is fabulous, and all the staff are wonderful, Caroline who waited on us at the bar on Sunday night was amazing with us and our children.

The breakfast is very good, it is worth savoring every moment of the hotel

When I return to Dublin, I really want to have the same experience at the Hotel again.",5,2024,09,24
211,Terrible,On arrival we were told that the bar and restaurant were out of bounds as they were taken over by a large private function. Later on we found that this large function had spilled into the lobby. It was packed on very loud. We were brought to a room at the back of the hotel for dinner. It turns out this room was just behind the bar where the party was! It was the noisiest dinner of my life! Staff and party goers kept coming through the connecting door and leaving  it open. It was like eating in a disco. The individual staff were nice but the overall dining experience was appalling.  Then after we went to bed we had the pleasure of being kept awake well into the night by the same private party which was now in the hotel courtyard under our window. Most hotels I am familiar with hold functions such as this in proper function room away from other guests. I don't want to blame individual staff members who were mostly very nice but  I feel deeply disappointed with this hotel.,1,2024,09,22
211,"Short stay in Dublin with family to explore some local attractions, in the late Summer sunshine",Short stay in Dublin with family to explore some of the local attractions in the late summer sunshine ,5,2024,09,19
