Location Name,Title,Text,Rating,Year,Month,Day
18,"Excellent staff, great atmosphere, location and rooftop to enjoy Barcelona","For a work project around America's Cup 2024, I had the opportunity to meet all staff at Serras Hotel Barcelona and their exclusive facilities. They are amazing and kind professionals, who  create a great atmosphere for guests. Their excellent rooftop is a must in Barcelona!",5,2024,10,01
18,Amazing stay at Serras Barcelona!,"Wow, what an incredible stay at Serras Barcelona! From the moment we walked in, we felt right at home. The hotel is absolutely gorgeous—stylish rooms with either breathtaking city or Mediterranean views. The decor is top-notch, blending classic and modern vibes perfectly.

The highlight for us was definitely the rooftop area. The views from the restaurant are unbeatable, and the infinity pool is the perfect spot to chill out after a day of exploring. We had some delicious meals up there too!

The staff were super friendly and always ready to help with anything we needed. They made our stay extra special with their attentive service.

If you’re heading to Barcelona and want a place that’s luxurious, comfortable, and has amazing views, Serras Barcelona is the place to be. Highly recommend it!",5,2024,09,10
18,Prime hotel in a prime location,"We stayed two nights in this magnificient hotel.
A very nice room with top-notch decoration and ammenities.
The staff is very helpful and caring about all small details.
Breakfast is very good and varied.
You can't miss the rooftop terrace and pool, with breathtaking views, is one of the best in Barcelona.",5,2024,09,10
18,Amazing stay!,"Amazing hotel, not only was it beautiful and located in a great location but it also has the best service and staff. The food is out of this world, the comfort, the attention to detail. All services were 10/10. I would say it is indeed the best hotel in Barcelona hands down! Do not doubt to stay here, you will love it!",5,2024,09,09
18,Best hotel in Bcn!,"We stayed two nights and it was magnificent. The personnel, the food at the restaurant, the treatment received, and the feeling of comfort in the middle of the city made. once we arrived the concierge recommended us some restaurants and made some reservations for us. Yet we decided to have dinner at the restaurant and cancel one of our reservations, what a great decision it was! The food was exquisite. MUST go for the patatas bravas. Afterwards, we decided to spend the rest of the night at the rooftop bar with the views of the entire marina. Rooms are great, comfortable and practical. They even give you a phone so that to can communicate in case you do not have a phone plan. Breakfast was great, and the facilities such as the pool and the chill out room were very pleasant. See you soon Serras Team!",5,2024,09,09
18,Excellent. Probably the best hotel in Barcelona or even Spain,"Excellent!!! We have spent 2 days in this beautiful hotel. Service was impeccable, they took extra care of us and all our stay from the beginning until check out. The rooms are large, very bright and spacious. Bathrooms very large, white colours and with so many amenities. Last but not least the rooftop, impeccable place with great view over the port and the sea with a pool and a very good restaurant. We have loved our stay",5,2024,09,08
18,Perfection,"If you visit Barcelona, stay here! Boutique (under 30 rooms), staff is incredible and so helpful to first timers in the city. 
Rooftop restaurant dinner was perfection. We will hopefully never stay anywhere else in Barcelona. 
Very helpful before we arrived, and beyond perfect every step of the way. Rooms are updated and very nice, it’s rare to say I have zero complaints but this place is perfect. Great location as well. 
Thank you Serras!!",5,2024,08,23
18,Serras Barcelona is Great,"First of all the location is excellent. It’s within walking distance of LasRamblas the harbor and the beach. It’s also a short taxi ride to the port if you’re on a cruise.
The hotel itself is charming – modern clean and beautifully decorated.
The staff is extraordinary, I never once had to open my own door in the lobby for anything and whenever I approached anyone at the desk, they were immediately on their feet.
Our room was well appointed 
I would certainly stay there again",5,2024,08,17
18,An awesome stay at The Serras Hotel Barcelona,"Amazing hotel in Barcelona. Within walking distance from everything Barcelona. 
Breakfast is fantastic and the service is excellent. Sandra the waitress was outstanding and very friendly. She helped us plan the rest of our trip to enjoy the best of Spain in the Costa Brava region.",5,2024,08,17
18,Exceptional on All Fronts,"We just came back from a 7 night stay at Serras from July 31-Aug 6. This boutique hotel is exceptional. The service is second to none. The staff greeted us warmly on arrival and each day after that. They helped with making recommendations and booking reservations for restaurants and tourist sites throughout our trip and before our arrival. The room was exceptionally clean and perfectly modern with a very very comfy bed (and pillow options if you’re fussy with your pillows like we are). The hotel rooftop and restaurant were lovely to have available as a retreat after a long day of sightseeing if you want to stay close to home base. The location is perfect for adventuring the Gothic Quarter and El Born on foot, lots of supermarkets, restaurants and sites within minutes. The hotel is smaller with less than 30 rooms so not the W, but that is part of the charm—the staff gets to know you and can personalize your experience. Lastly, the building is historic and was one of Picasso’s first studios so makes a neat experience to stay there when paired with a visit to the Picasso Museum. Loved our time in Barcelona, will be back and when we return will stay at Serras.",5,2024,08,11
18,Fabulous Barcelona Boutique Hotel,"What a find this hotel is!!! Situated just a short walk from the bottom of the Rambla, this gorgeous hotel exudes charm. The staff were absolutely extraordinary and the rooms are styled beautifully, super clean and comfortable. We enjoyed a drink in the upstairs bar and then had dinner in the restaurant, also upstairs. Food was delicious. All the staff from the porter to the check in desk to the bar and restaurant servers could not have been more helpful. Could not recommend this more highly. Would give six stars if I could!",5,2024,08,10
18,"Wonderful experience from start to finish!  Diego, Sandra and all employees were welcoming and very helpful.",This hotel and its employees are fantastic!  Sandra and Diego were exceptional and made us feel very welcomed. Very clean hotel. Great location and we felt safe. We hope to return to Barcelona again and would definitely recommend this hotel,5,2024,08,07
18,Nicest Hotel Ever,"This was the nicest hotel I’ve ever been to. What a wonderful welcome off a long flight here. The people made the stay spectacular, especially the breakfast manager, Sandra! The food is fresh and delicious. The rooftop pool and bar are beautiful and relaxing. This hotel is a special place, and I hope to return very soon.",5,2024,08,06
18,Perfect hotel in Barcelona ❤️,We were so welcomed at this hotel!! The service was outstanding!! They really took care of us and it was the little things that made it even more perfect! This hotel was in the perfect location!! We walked around so much and took a taxi to some of the further places we wanted to see. We had no issues at all we felt safe at all times. The food in barcelona was delicious. Breakfast was included and it was delicious and amazing service! So much history and beautiful in Barcelona! Everyone was so nice we went to a few restaurants and wow amazing!!! We didn’t have one bad meal while on our vacation! honestly the hotel staff were fabulous!! Each night they would leave a treat in the room before bed. First night we were surprised with a beautiful bottle saying happy anniversary ❤️ again the little things made such a big difference!! Thank u so much to all the staff u really made our stay memorable! We will definitely stay here again.,5,2024,07,18
