Location Name,Title,Text,Rating,Year,Month,Day
05,"There were great parts, there were not-so-great parts","Pros:
-Beautiful beach area just steps away
-Lots of comfortable beach & pool chaises
-Umbrellas gallore
-Helpful lifeguards/pool attendants
-The *most* amazing beach bagno just next door with the best food we had (mere steps)
-Incredible view from the restaurant terrace
-Great breakfast - food & service
-Immaculately clean room, freshly painted
-Daily housekeeping PLUS fresh towel delivery in the evening (amazing if you showered off after the beach and then wanted to freshen for dinner as well)
-Very helpful staff - we were greeted by 6 different people and our bags taken up for us, it was a very warm welcome
-The thermal pool was well-heated and relaxing on the cooler days we were there.

Cons:
-The pool was quite literally green. In all the trip advisor photos it is very clearly the appropriate, clear, well cared for, swimming pool. It was, however, a slimy algae bath for our entire stay and the staff did not appear to care about the state of the pool at all..... incredibly bizarre. There is absolutely no point which a swimming pool should be a dark, murky green (think St. Patricks day clover green......). This is a huge con given this (with the beach) was nearly the entire reason we booked here....
-The beds are as soft as concrete. I've never slept on anything harder on my life. At several points I contemplated laying on the tile floor as it might be softer.
-The rooms are recently painted/updated, however, several aspects of the property have clearly not been cared for in some time (outdoor pool, thermal pool, indoor thermal pool, sauna, etc). They all have a film/ring around the water line, the tile inside has a film on it which insinuates you may find yourself on a slip & slide at any second, and generally the finishes are in disrepair.
-This might be a trivial note, as it's also novel and some might find it quaint, but your only access to your room is via a key that has a giant brass ball larger than any marble I've ever seen and heavy enough to weigh down my husbands pants. I understand this might be historic but for heavens sake who wants to tote around a key that could be used as a paper weight in a hurricane all day.
-We had to check out a day early due to a family emergency, and obviously fully expected to pay for the night we did not use as we pre-booked it, however, the hotel still charged us the per-person/per-night city tax for the night we did not stay, which seems very wrong.
-There is no drinking water provided in the room at any point, instead, you must pay 5 euro at the bar to get drinking water. I suppose this is relatively common in Europe, but at resorts like these we've experienced daily drinking water in our rooms much more often than not.

All that to say, we did enjoy our stay. The hotel is very convenient to the port, shopping/restaurants, and Ischia Ponte, the breakfast is great, the staff is friendly and the beach is wonderful. We would, however, stay somewere else if we came back to Ischia, due simply to the pool being un-swimmable (and also no visible attempt to rectify.... they seemed completely unbothered by the fact that the pool was violently green with algae....), and the bed being so hard you could use it as a homes foundation.",3,2024,10,04
05,My experience was not 5*,"Single room in this hotel terrible. Paint peeling on furniture, bathroom taps green with wear, round bath plaster coming off. 
Made a complaint but not followed up. Because you travel on your own should have same level of comfort as everyone else after all claims to be 5*",2,2024,08,28
05,What a wonderful holiday!,"This hotel is wonderful.  The staff are professional, but warm and friendly and will help with anything.  The hotel room was very comfortable as was the enormous bed and whilst it was very hot outside, the air conditioning ensured that our room was never too hot.  Our balcony was delightful overlooking the sea and we spent time enjoying watching the many yachts and motor launches arriving and departing.  The private beach is well supervised and catering is excellent as it is in the pool (thermal and cool water pools).  There is also an indoor thermal pool but it was not necessary to use this.  The food was outstanding from the breakfast through to the dinner with so much to choose from and the wine list was also excellent.  Such a super place to stay - we will return very soon.",5,2024,08,11
05,Beautiful hotel,This was a lovely hotel. It was so nice having easy access to the beach area with chairs and umbrellas provided. The staff were all very helpful and friendly! We had a room with a terrace and view of the water which was really nice. I would love to be back!,5,2024,08,09
05,"Ischia, la dolce vita!","Omg, what can I say?? Can’t speak highly enough of this Ischia icon, Grand hotel punta molino! From when we stepped out the ferry, promptly welcomed by the smart and smiling Ciro on the transfers, to Ciro the concierge( such a charismatic figure and so friendly!) and all the team at the reception , ladies and boys,ever smiling, helpful and knowledgeable. A mention to the GM Antonio Buono, what a gent, he’s a constant presence and reassurance to his team, at the point that the other day he was around the beach asking customers if they wanted any drinks ordered,what a humble guy, he always had a word with everybody by let you feel special,what a professional.
Not forgetting all the lifeguards on the beach from the head Franco to all the rest of the team, the staff at the breakfast and the housekeepers, all amazing. 
Can’t wait to return again soon, 6 star holiday!!!

Enzo and Kate",5,2024,07,23
05,Lovely Hotel,"second time staying at this lovely hotel .Absolutely nothing I can complain about from the joy of having a private beach location so easy to find your way around the area .Unfortunately my husband was taken quite poorly and if it hadn’t have been for the hotel director Antonio B who came to the  with hospital  just don’t know how we would have managed without him because of the language barrier .His team were so kind and caring , and would come back again and again .Though recommend a room with balcony and terrace .",5,2024,07,14
05,Best hotel experience I can remember,"The stay started with a text from the hotel telling me that they will be at the dock to pick up my family and I. 
As promised two cars were waiting with very friendly and professional drivers. 
Check in was quick and informative.   The staff instead to carried all our luggage to the rooms. 
The rooms are very well appointed bright and clean.  I felt like the staff straighten the room every time we stepped out.
We had a wonderful meal at the restaurant.   Don't miss the food.
The pool and beach are great.   Again the staff was everywhere with towels helping with umbrellas and chairs.  Very friendly. 
We had such a great time we added another day to our trip.  Even though it cost us unreadable train ferry and hotel in Roma. We are going to plan a couple weeks there soon.",5,2024,06,26
05,A marvellous holiday.,"An outstanding hotel - we stayed a week and it was both luxurious and friendly. Attentive staff, totally professional, helped guests with everything to enjoy their stay, and did so with a smile. Breakfast overlooking the bay of Naples, stunning views, and a menu to delight the senses. Local wine totally gorgeous. Spa & swimming pools, gym, sauna, beauty & health treatments, all of excellent quality. Room seriously comfortable and serviced to pristine standards. 
The hotel grounds are a delight - beautiful layed-out gardens and a short walk to Ischia’s main shopping & restaurant areas. 
A wonderful experience, we felt we had been treated like royalty. Thoroughly deserves its 5 star rating & exceeded our expectations!
A very happy holiday!",5,2024,06,02
05,magical spot on the island of Ischia,"This resort is a magical spot on the island of Ischia.
A charming hotel, renovated rooms, lush vegetation around, gives a feeling as if you are in the Seychelles, and especially the thermal, outdoor and indoor pools that are the real surprise that the place inspires. Yes, of course, there is also a large outdoor pool, and access to a private beach.
The hotel overlooks the Castello Aragonese, surrounded by beach restaurants (some of which were still closed in May) and within walking distance of Ischia's main street.
Great breakfasts, live music on the weekends, and efficient staff.
The shuttle service from and to the port definitely adds to the feeling of excellent hospitality.
Highly recommended.",5,2024,05,30
05,Tiny Room,"Certainly the location,beach,staff and breakfast are really lovely. However my single room does not rate 5*. The chipped furniture and old fashioned bathroom need updating. My room does not match the pictures advertised.
No tea,coffee facilities. TV did not have any foreign channels which all hotels in Italy I’d stayed in",3,2024,05,26
05,Thank you for a lovely honeymoon!,"Punta Molino! Thank you for everything! After much searching among Ischia's wide range of hotels, we finally found Punta Molino Spa and Resort, and we are SO happy about it! We spent a week of our honeymoon at this wonderful hotel. Everything was just perfect - the charming rooms, the friendly, welcoming reception staff, the delicious breakfast with the kind service staff, the warm thermal pools, the comfortable sunbeds and the security with lifeguards... Yes, the list could go on, but especially we want to thank the staff who saw us, took care of us, and always had a smile on their faces. Impressive! You are so kind. Thanks also to the down-to-earth director who paid attention to us guests, always professional, accommodating, and polite. Thank you also for the lovely evening music and our song; O Sole Mio! What a memory! We will definitely come back and look forward to creating more loving memories at Punta Molino! Now we continue our honeymoon towards Rome and then back home to Sweden again! 
Thank you for everything, greetings from Pernilla and Pär!",5,2024,05,13
05,"Great Horel, Great Service","Lovely hotel with great service and excellent breakfast. From the moment that we got picked up at the ferryport by the hotel staff until we left we felt most welcomed and treated like royals. Especially Ciro went more then an extra mile to make our stay unforgettable. 

I am already looking forward to going back!",5,2024,02,08
05,3 - 4 Star Not a 5 Star as Is Advertised,"Situated in a Good locations which is a plus 
Hoping this helps both customers and the hotel 
Hotel could really use some updates and upgrades 
Really Confused on how this is a 5 Star Hotel as it is more like a 3 -4 star hotel in regards to service 
Service is mediocre at best and you must request service or any attention from staff on the grounds to receive help or customer service. 

I reserved one of there top tier suites, water will only get warm and won’t get hot enough to fill the jacuzzi tub , which I understand things do happen. 
The service and fit and finish is definitely NOT what is expected from a 5 Star Rated Hotel 
Best customer service by Far comes from Ciro at the front desk who is very pleasant and has great customer service skills 

I would highly recommend the staff receives customer service training and expectations to ensure a Great customer experience and to keep the customers coming back 

Hope this helps them to increase there customer service for the company and more importantly for the customers to want to come back",3,2023,09,16
05,"Nice hotel, but too quick to charge for ‘extras’","A return to this Ischia hotel after 18 years. It has changed in some ways - less atmospheric perhaps and a tad less friendly - but it retains the wonderful location, the sea vistas from the terrace where meals are served alongside a summer bar with a nightly piano singer and the well appointed rooms. Our sea facing balcony was nicely shaded during the very hot afternoons so well worth the upgrade. Room was comfortable with walk in shower. We were given a nice complimentary Prosecco bottle and fruit on arrival, but water is not free in the room (€5 a bottle) which doesn’t feel right in a 5* hotel; nor does the woefully intermittent Wi-Fi reception. The spa was good, with excellent massages. Breakfasts were decent buffets, but again a tad surprisingly, omelettes attract a €15 surcharge. We had a nice dinner on the terrace our first night, but enjoyed some of the excellent local restaurants other nights. Overall a nice hotel, but it could benefit from a more generous attitude to its guests in the small things.",4,2023,08,03
