Location Name,Title,Text,Rating,Year,Month,Day
06,"A quiet, relaxing location.","We enjoyed our stay here, it was the end of our holiday and all we wanted to do was lie by the pool and relax and this was a great place to do it.
The hotel is very remote so you will need a car if you want to go to the local towns.
The pool is amazing with a great bar. There is a great selection of food and drinks available to eat around the pool. 
Our room was lovely with a great outdoor area.
The hotel restaurant had lovely food but the selection was very limited. The bar was really quiet with a big selection of drinks.",3,2023,09,10
06,"Wonderful, relaxed haven ","My wife and I stayed for 4 nights in August with our 10 month old baby. We could not have been better treated by everyone in the hotel. From the moment we arrived to the time we left, we were made to feel welcome so we easily relaxed into our stay. 

We had a standard king room  - the bed was huge and room easily big enough for the three of us and all the gear a new baby needs. 

The breakfast was great - good coffee, omelettes, cold meats and cheese, cereal, fruit and even the pastries were great (often a rare thing in hotels in my experience) 

We loved the bar by the ""pool"" perfect for an evening Aperol Spritz and ate twice in the restaurant. The restaurant is a great spot overlooking a gorgeous garden. 

We were in the area to visit family so only managed one day by the pool but it was a highlight of our trip. Again we were well looked after by the pool staff and were able to relax in the shade with our baby for ferragosto

I'd highly recommend the hotel, it's spacious without being overwhelming. it's a beautiful spot and the staff are fantastic. The service is attentive and friendly without being overbearing. 

We can't wait to go back. ",5,2023,09,01
06,You’re in for a lovely stay.,"Absolutely wonderful!  
Beautiful, clean, terrific service.
The bar service and restaurant service is classy.
The food at the restaurant was consistly good - chicken cutlets in lemon sauce, perfectly cooked steak over salad, French Fries (who knew), tiramisu 
on a delicious cookie, and excellent wine.  
Thank you for the experience.",5,2022,10,23
06,Fabulous!! A wonderful place!!,"We spent time here just by chance. It turned out to be one of the highlights of our trip. The facility was gorgeous…huge, green, beautifully maintained!!  Our rooms were lovely with balconies looking out over the property.  After long days of sightseeing it was wonderful to return to eat at their wonderful restaurant.  David, and Mauritzio  treated us like dear friends.  Marta at the front couldn’t have been sweeter
Tenuta Moreno has it all….so glad we found it",5,2022,10,20
06,one of the best location for your special events,"This resort offer you all the services you need to enjoy your vacation time or work-meeting.. Good place, swimming pool, good food, all the best that this part of Apulian Region can offer you. Big space for convention, excellent services ",5,2021,09,08
06,Puglia + hotel where weddings are celebrated  =  fantastic spot !,"Dream house, gardens, swimming pool and surroundings, beautiful rooms, quality local cooking.
Perfect location for a chill - or not - long stay.

An amazing space, so the sharing between « holiday travellers » and wedding guests is not disturbing, only leading to a few funny stategic talks  😉

11 nights juli-august. Great welcoming job in the restaurant from Davide and Pina, and at the pool from Claudia and the lifeguard.
Really everyone from the staff (all fields) is helpful, effective and friendly.

Nice experience to save in the favorites …",5,2021,08,14
06,Pleasant stay and perfect location,"Lovely hotel and perfect location for visiting some of the important places around.
Very big swimming pool. Nice garden. Helpful staff at he reception for making restaurant reservations in Mesagne. You need to rent a car to have the best time in Puglia in combination with this hotel. Only the restaurant prices are to high if you compare with all the nice restaurants in Mesagne.",4,2019,09,06
06,Fantastic,The hotel is amazing. Room is very large with balcony listen to thousand of birds singing in the morning and evening. The hotel is in the middle of a farm where they produce all their foods. The swimming is clean and big  and all the staff is really kind.,5,2019,07,04
06,"lovely place to spend the day ,"," if you need to share a swimming pool. Nice pool, grass to sit on, comfortable and enough sun beds. Reasonably safe for small children but they need watching. The food available was perfectly reasonable, and there were no queues on any of the four times we went. Not cheap but worth it.",4,2019,04,19
06,Comfortable but a bit cold,"Lovely, well maintained, expansive grounds dotted with ancient olive trees throughout. The hotel has a large lobby with various comfortable seating areas.
Rooms are very spacious and comfortable with a separate sitting area as well as an outdoor private terrace with additional seating.
Water bottles in the room are not complimentary and charged at an excessive Eur 3 per bottle. At that price, you’re better off stopping by a supermarket prior to reaching Tenuta Moreno and buying your own water bottles.
Breakfast buffet is extensive, varied, and tasty. The eggs were especially fresh. Outdoor seating is lovely while the indoor dining area near the buffet is devoid of all charm.",4,2019,02,07
06,Amazing stay at the Tenuta,"Me and my wife had a fantastic stay at the Tenuta Moreno; the place is beautifully located in the Alto Salento countryside, surrounded by olive trees and trulli. We enjoyed the warm weather sunbathing and swimming/chilling in the two pools (a larger one outside the hotel building and a smaller one, with pool bar, open-air but within the hotel building).
The room was a spacious, clean and well decorated double room. 
Recommended location for a relaxing holiday in Puglia.",4,2018,10,02
06,"""Quiet location in beautiful surroundings""","Nice and beautiful located hotel with marvellously pool. Large room with: safe, minibar and the opportunity to prepare coffee or tea. Wonderful shower illuminated with blue light. Perfectly equipped sanitary facilities, hair dryer, bidet, 
Breakfast was ok, fresh fruit, different types of bread, freshly squeezed orange juice.
Room was clean only the smell of bleach was troubling me.
Various sports can be practised including archery. Spacious parking area.",4,2018,09,04
06,11 days vacation stay :-) ,"First of all the hotel is nice located! It is easy to find via car and the hotel offers a lot of free parking spaces. The entrance area as well as the reception team is always welcoming you very nice! And I need to name one of the staff which did a very great job; it’s Marta! Always ready to support with a smile. The rooms are big and always very clean! The little balcony was very nice too. I was just missing some things:
Roomservice: A clear Menue in the room for small snack orders or a quick breakfast would be helpful for the staff as well as for the guests! I ordered several times the same but what I got was different sometimes! 
Restaurant: Very nice place to eat. The food was really great! But I was missing service with a smile. The guest came all at the same time, Sunday Dinner Menue, and all tables got the courses at the same time. I was ask at the beginning for drinks and then no more! When the plate was empty they took it and even not ask if all was ok, just from time to time! The head waiter seems a bit stressed! And one thing to add, I wanted to come for dinner but they just had fish in the Menue, the headwaiter told me no a la carte tonight! He was not even offering to check with the kitchen what is possible. For this hotel the kind of service needs to get improved! I ask at reception again, they tried to help, but due to communication we can not find a solution. So i Said i war outside and they said Ok. Not really professional. 
Spa: Very friendly and nice! I can really recommend to visit the team over there! Great massage and the spa is set up nice! 
Housekeeping: Very friendly and always on time. Thanks for the great work! Always very clean and supportive! 
Pool Area: Great To use. The bar was nice but no high standard! Food was ok, for easy snacks! ",4,2018,08,21
