Location Name,Title,Text,Rating,Year,Month,Day
12,Above par than other Intercontinental properties.,"Staff were very warm. Elizabeth and Gloria at the lounge were very helpful. Facilities are very clean, housekeeping were very delightful. Rooms are big. Food was great! Don't miss the Rooftop restaurant experience too. Spa as well was great, so relaxing!
",5,2024,10,12
12,Excellent,The hotel is elegant and well designed. The room was spacious and the bathroom was fabulous. I loved the glass doors on the toilet and the shower. The elevators were smooth and quick and the people at the desk and in the dining room were exceptionally helpful and friendly.,5,2024,10,10
12,Highly recommended especially if you are an Intercontinental fan - excellent hotel with good club loungee,"Last time I stayed here it was a Crowne Plaza and I remember the rooms being generous in size. Now it is even better rebranded as an Intercontinental .The Club Lounge breakfast was wonderful - including eggs to order.
At check-in (in the Club Lounge) everything was as it should be - gracious, easy communication and they honoured all the IHG Ambassador benefits without fuss.

The one bed suite was very large with a corner aspect and urban views, and  fully soundproof from street including a school opposite ( suite was on level 2). It is a safe area, full of locals - not so touristy but with a lovely authentic and inexpensive restaurant/bar around the corner.

As a bonus it is close to the airport - about 20 minutes by car.",5,2024,10,06
12,Excellent hotel tucked in the neighborhood,"Excellence all around, the staff, the amenities from the moment we got out of the taxi, we were taken care of. The check in process was smooth and the room was spacious, clean, and ready early. Rooftop restaurant had great city views and efficient service. Will definitely stay again.",5,2024,10,04
12,The best hotel!,"This must be one of the finest hotels in Barcleona! The lobby and public areas are beautiful, the rooms are a fantastic size and have amazing features and fittings, they have been well thought out and perfect for travellers (many plugs and mirrors, seating and desk space). The staff were so friendly and helpful, they were knowledgeable about the area and provided prompt and personal service. The rooftop bar is an absolute must!! The cocktail bar Gebre is also fantastic, I would highly recommended this hotel",5,2024,09,09
12,Great hotel in Barcelona,"Very comfortable stay. Extremely helpful staff.
Luis at check out was of great assistance.
The restaurants and bar were very aesthetic as was the service.
Buffet breakfast had great options.
The location is good, close to restaurants and Catalan museum of art.
Close to a few metro stations as well.
Great views from the 173 rooftop terrace and bar.",5,2024,09,08
12,The excitment of a foreign city with the comfort and familiarity of home.,"When visiting a foreign country, a large part of the experience is exploring new sights, scents, culture and food - and Barcelona delivered all of this! But there's something undeniably soothing about returning 'home' each day to a familiar and inviting haven. That's how I felt about staying at the Intercontinental Barcelona. All the excitment of this urban gem, with the comfort and security of a first class hotel. Lovely property in a gorgeous neighborhood close to shopping and metro; superb service;  comfortable spacious room; top notch amenities, and yes - someone who speaks my language to help me navigate and plan activities. And not to forget the rooftop brasserie and extravagant breakfasts! Loved it all!",5,2024,09,02
12,Taittinger champagne 11am-10pm at club lounge!,"This is more like a 4 star hotel. It gets a 5 as staff are all very nice. Breakfast spread is not a lot but of good quality. I especially like the spread of bread and pastries. The club lounge is quite a dismal as the food attracts quite a fair bit of flies and variety is not fantastic. What is great about the lounge is Taittinger champagne is offered from 11am-10pm! No one really mends the club lounge, more like help yourself to whatever cocktail you can make and drinks you can find. The gym is 24hrs, spacious but the machine tries to be too clever which you can't put your iPad or anything on it while working out at the treadmill or cycling. Swimming pool has to be build LONGER? The pool at -1 level spa only opens at 12pm is so warm you can't swim more than 10 laps easily. 7th floor swimming pool is very small too and filled with people constantly. 
Location is great as we are meant to catch the soccer match and is just 1.1km walk over. Hop on and hop off bus is about 300m away. 

We had the junior suite, though room is not very big but has good enough partition to allow one person to be up earlier without disturbing the other. The shower area is rather frustrating as the Grohe tap is not easy to turn when your hands are filled with soap. All hotels please please please just use simple Grohe tap and not try to be clever. For the price we paid, we're please with the overall service of this hotel.",5,2024,09,02
12,Wonderful friendly service,"We stayed in a balcony suite. About 15 minutes from airport with check in at the club lounge on the atrium floor. The room was very comfortable and well equipped. The hotel is close to the Magic Fountain (although dry during our stay due to drought) Art museum and Olympic park. The rooftop pool gives lovely views over Barcelona with a great bar menu and great rooftop restaurant that has a grill. Service in the club lounge was fantastic, greeted by name every morning.",5,2024,09,01
12,Negative  Barcelona tourist experience turned positive by amazing hotel staff!,"We had an unpleasant outcome with the tour buses. We had paid for the hop on hop off bus but we lost the receipt when getting off the bus. We explained to the next bus driver that we had bank payment evidence and asked to continue the tour but they refused us entry and asked to pay for a fresh €60 ticket. When we got back to the hotel we explained everything to Federico and as soon as heard the story he fought hard for us to get new tickets free of charge. This was excellent customer obsession and a real testament for the quality of service. No guest should be made to pay twice when they clearly have evidence of the first payment. Thank you Federico, we’ll be back for sure!",5,2024,08,31
12,form Barcelona with Love ! 10/10 Hotel & Staff,"Stayed here at the end of August and our stay was faultless.

We arrived just before 11am to which we had an efficient check in process, and to our surprise, we were handed our key cards as our room was ready.

Upon first impressions we were impressed of the standard and cleanliness of the room and the hotel overall. The room was bright, modern, clean and spacious. The bathroom was lovely with good water pressure for a nice shower and the heated floor was impressive.

The WiFi network was strong and we did not experience any issues of this, the Gym was also very nice and of course, the pool in the top floor from the building its just amazing. After sunny day in Barcelona, just the oportunity to relax at the pool makes your day just fantastic.

We would definitely return in November and highly recommend this property. Thank you Anna !

Best Regards from Vienna,
Antonio R.
#202",5,2024,08,30
12,Marvellous Experience,"We stayed at Intercontinental Barcelona on two separate occasions this August and can highly recommend this hotel to all fellow travellers. The rooms are spacious and well appointed. The staff is helpful, attentive and really cares! The hotel is very quite and rooms facing the garden guarantee for no street noise!",5,2024,08,27
12,Lovely hotel,"Stayed for one night before going on a cruise.  Check in was good and staff   The room was very good.  There is a rooftop pool and bar which was lovely on a hot evening.  We ate dinner at a Tapas bar very nearby but the hotel is a good 20-30 minute walk to the main tourist area, which didn’t bother us as we have been to Barcelona before.  Breakfast was very good with plenty of choices.",5,2024,08,25
12,"Unforgettable, Warm and Welcome....I love it","What an amazing hotel. As of the moment you check in you have the feeling that you are appriciated and welcome. They do everythin and I mean everything to make this stay unforgettable. I would like to personally thank Marie, Joan and Sandra for your care and willingness and go the extra mile to make this stay even more special......again a BIG THANK!!",5,2024,08,14
