Location Name,Title,Text,Rating,Year,Month,Day
16,Perfect Stay,"I recently stayed at this hotel with my family, and everything went smoothly. The location was perfect, and the staff were very attentive.

Delicious breakfast buffet  and efficient service staff in all restaurant and bars . Although the rooms are slightly small, the overall experience met our expectations in terms of quality service. 

The timing of the music in the mornings around the pool area should be reconsidered, as it may be disruptive to the guests in their rooms.",5,2024,10,10
16,super nice stay and excellent services,"Thanks for the super nice stay, the room was very nice. The restaurant / bar was great. I would recommend definitely the menu at the restaurant. The service and the team 
 were excellent and super professional. A big thank you to Daniela who made our stay comfortable and took care of us from the beginning till the end and always with a smile :)",5,2024,01,21
16,Everything fabulous,"We loved our entire stay. Clean facilities, lovely staff. Very nice atmosphere at the bar. Loved the music. Most amazing breakfast, our waitress Sol is a lovely lady, always attentive and made it extra beautiful of us 🙏🏾. Would definitely recommend this hotel.",5,2024,10,07
16,Thank you for the wonderful service,"Apart from the comfortable hotel with great facilities, comfy bed, delish breakfast, cool rooftop, a few steps away from the broad walk - I decided to write this review to thank Hanan who has made me feel so welcome every morning at breakfast. Her service is second to none, always attentive without being overwhelming, just perfect. She cares and it shows - it’s people like her who truly make a difference to somebody’s experience.",5,2024,10,03
16,Mostly excellent I would definitely come again.,"Wow the beds, the staff, the pool and the location - we love the Arts hotel next door and this exceeded in quality and experience. Our room with the sea view was beautiful, the gym is well equipped and air conditioned, dinner at Tendiez was exceptional and the breakfast buffet is fabulous. 

A couple of downers - on our 3rd day we paid for our drinks by the pool and discovered the wine we had ordered at Eur37 was now being charged at Eur45 - apparently they had had a price change that was not reflected on the menu - they refunded it and promised to align both - but it was very odd!.
On our last morning at breakfast I ordered Avocado on toast - (on the first morning it arrived within 10 minutes was beautifully prepared, heaped in avocado, baby tomatoes and baby leaf and was delicious) - on the last day the waitress clearly forgot and 30 mins later I asked where it was to which a vague 'Ooooh' a look back at her book and no comment, then she wrote on her pad, tore it off and left it on the side while she cleared a table. I then watched as she surreptitiously picked up the paper and walked out the back of the restaurant to the kitchen and the order appeared about 3 minutes later with a tiny amount of avocado on toast that had been waved at a heater with 2 half tomatoes on top - it was clearly rushed. Had she apologised and asked if i was willing to wait another 10 minutes while it was done properly i would have at least had a choice but this way was an awful reflection of the rest of our experience.",5,2024,10,01
16,"Great location, good food, cool rooftop pool and bar","We stayed in the balcony room with sea view: this provided views to the fish art work on the harbour, pool view and sea view. Really enjoyed having the balcony for early morning coffees or afternoon relaxation

Rooms were exactly as in the picture: chairs on the balcony, good bed, coffee and team making facilities and good bathroom with a nice shower.
Not a lot of space if you would travel with 2 big suitcases like us, coming over to Europe for the summer.

Breakfast was a good buffet including churros with inside and outside seating.
We did have small dinner in the restaurant one night and that was really good: very good quality dishes, Spanish with a twist. Lovely service. Would have come back for the gazpacho if we had the time

Rooftop pool was very nice with views over the sea, nice cocktails. Busy but towards the end of the day there was always a seat opening up

Really enjoyed our stay, fab location along the boulevard with an easy walk into the old city along the waterfront",4,2024,09,23
16,Good experience,"Very comfortable , clean and warm bed room . Plenty of electric sockets to charge my devices and work with my laptop. Great TV and really excellent hot shower, so easy to use. Friendly staff and fantastic breakfast really delicious, rich and well organised, very good service specially Hanan.and Meriam .. absolutely will return back ..",5,2024,09,19
16,High Quality Hotel,"The hotel was very central for the marina and beach, and also for boarding a ""hop on hop off"" bus.
The bedroom was luxuriously decorated and the large pillows were the most comfortable I've ever experienced! I'm now trying to find the same ones to purchase. My head just touched the pillow and I instantly fell asleep!
We loved the rooftop terrace with bar and swimming pool, very relaxing.  We ate in the restaurant on the first night and I recommend the paella.  The staff were very friendly.
 There was a lot of choice for breakfast and it was very relaxing to sit outside in the garden. We hope to return sometime.",5,2024,09,08
16,Wonderful stay at Sofitel Skipper Barcelona,We had a wonderful stay at the Sofitel Skipper Barcelona. All the staff were warm and friendly. Housekeeping was excellent and the concierge was very helpful with restaurant recommendations. Hanan in the restaurant made our breakfast experience each morning extra special with wonderful service and the best smile. She always got our coffee order as we like it.,5,2024,09,07
16,Not worth the cost benefit.,"There was a fly in the room. Chromecast didn’t work. Even with my gold status at ALL they didn’t offered a room upgrade or even a late check out. To stay until 3 p.m. they wanted to charge me in EUR 60. For the ALL welcoming drink only wine, beer and soft drinks were available, while at another Accor hotel around the world you can use it for cocktails. Pool is good but always crowded. A private event closed the other pool and I can’t use it.",2,2024,08,26
