Location Name,Title,Text,Rating,Year,Month,Day
100,Quirky hotel,"Stayed here with my daughter and my good friend and her daughter 
It’s a great hotel, rooms are quirky and individual, not one of those hotels with a long corridor with rooms off it and slamming doors all night!
The location is great, we walked mostly to all attractions, occasionally got the tram (5 mins away) for a few stops 
The beds and pillows were the best we have ever had in a hotel, fantastic quality 
All in all we had the best time in Amsterdam and this hotel made our girls trip special",5,2024,09,28
100,Hotel Arena,This is a beautiful hotel. Slightly on the outskirts of Central Amsterdam but good tram links. A short walk through the park and you can get the number 14 straight to Central. It is set in a beautiful park and has a really lovely bar to chill out in. The room was spacious and unique.,5,2024,09,22
100,Very chemical smell in room and stains,"Very chemical smell in the room. 
We got instant headache and start coughing. 
Was so bad we couldn’t stay in the hotel. There were also some stains next to the bed on the carpet. 

On explaining that we made a deal based on the advertisement, they did not mention using so much chemicals 
That it can make people feel sick and can not stay there. 
Its not our fault, but it might have been wise to mentioning it for clients. 
Now they also did not want to give back money for the first day. 
This is an on going situation.
Very unpleasant experience",1,2024,08,30
100,"Good hotel, good location, I recommend","Good size room, comfortable beds, nice size bathroom and shower, decent toiletries. 2 minutes walk from the station. Friendly staff and good breakfast. Checkout time is 12pm, which is good. Our room was ready when we arrived at 11.30am. I recommend this hotel.",5,2024,08,30
100,seriously let down after a good start,"Management (MGMT) takes no responsibility for their staff's actions. Their policies encourages thievery by the staff, would not feel comfortable staying here again.

On the last day of my stay, I forgot my toiletry case (containing electric razer, sonic toothbrush, products, ...). I notified the front desk staff the same evening and they said they would look into it. I called back the next day, they said the contact person was gone and they would follow up. It took more than a week and repeat calls to hear from MGMT. In the meanwhile, no one from house keeping turned in the missing items to lost and found.
It's pretty clear the cleaning staff stole the items, otherwise they would have just said they threw them away. MGMT only states that they take no responsibility for items not inside the room vault, thinks I should have stored everything in the room vault. But seriously, do I have to lock up my suits, glasses, toothbrush and razor too, every time house keeping comes by?",2,2024,08,05
100,"Terrible customer service at the arena, rooms not checked before keys handed out to new customers ","Terrible customer service and rude staff,rooms not checked before keys handed out, our fridge didn't work,safe didn't work,spongy floor outside our toilet and shower room,light hanging from wires from ceiling, unclean seating outside room  ",1,2024,07,29
100,The rooms are sub-par,"This hotel is situated in a quaint old hospital with beautiful grounds and near public transit. The courtyard and patio are wonderful places to sit and enjoy the view. The restaurant food is good but expensive. The hotel service is good but not great. However, the quality of the rooms is sub-par. The beds are at best a double and the mattresses are covered with a foam topper that makes you want to roll out of bed. There is only one small window in the room and the paint/decorations are poor.",3,2024,06,10
100,Highest city tax in Europe.,"The Arena Hotel is very nice, odd room with steep steps to the bed. Lovely park setting but if your going into the centre it's a long 45 - 50min walk.. Taxi to central station €20.00. REMEMBER Amsterdam now has the highest city tax each night in Europe. 12.5% on top of room rate. So a standard room is €30.00 a night extra.",4,2024,05,19
100,Excellent restaurant but the hotel staff are clueless...,"Excellent restaurant but the hotel staff are clueless. Booked me into a wrong room, told me breakfast not included when it was, double charged me both the deposit and then the full bill as well and still not refunded. A bit of a walk from any tram or subway and in the suburbs.",3,2024,05,18
100,Highly Recommend ,"We thoroughly enjoyed our 4 day stay at this hotel. The charm and character of the hotel and the picturesque park adjacent to it were highlights and a great fit for our interest in visiting this great city. We had no issues with our room , the hotel staff, or the onsite restaurant.  Any requests we had were fulfilled immediately. We'll definitely stay here again the next time we visit Amsterdam.",5,2024,05,16
100,"An asset to Amsterdam in a prime location, well worth a visit.",A hotel full of character and history. Located on the edge of the park with a lovely outside bar. The rooms are all different and very comfortable. We were lucky to be given a room in the bell tower in the eves which was quirky. The cocktails were well made and delicious a hotel I would highlight recommend.,5,2024,05,10
100,Smart hotel in lovely location.,"The location in Oosterpark is delightful and peaceful and tram stops to the centre are within a few minutes walk. In general, the public areas are rather grand. The bedrooms can be quite a walk from reception despite the availability of a lift. Our room was split level with a steepish spiral-type staircase to the bedroom area- not recommended for heavy drinkers or anyone with mobility issues. Large comfy bed and TV with a few English channels including BBC1 and 2. Very stylish shower room and toilet. Handy desk.
Shortcomings were an apparent lack of drawer space, no mirror near a power point and lack of a plug for the sink.
Staff at reception were very pleasant and helpful.
Overall, a good choice. Restaurant reviewed separately.",4,2024,05,08
100,Lovely hotel!,"This is a lovely hotel - friendly staff, clean rooms and all the standard amenities/toiletries provided including shampoo, conditioner, body wash & lotion, hairdryer, mini fridge, TV. The bed was comfortable and the rooms were quiet. The hotel has a lot of history, which you can feel both in your room and walking through it. We especially liked the individual luggage storage lockers which we used between checking out and flying home - these felt very secure and put our minds at ease.

The hotel is located right by a lovely green park, and is less than a 5 minute walk from a tram stop where you can easily travel to the city centre and all the tourist hotspots. You can also walk to several metro stations in under 10 minutes, opening up your transport options even more.

I would definitely recommend this hotel and consider coming back when I am next in Amsterdam.",4,2024,04,22
100,Fantastic hotel,Excellent hotel we loved our stay here.we had a room with upstairs mezzanine floor loads of room big comfortable bed .staff were friendly and helpful.Food was so good we ate in the hotel every evening beautiful restaurant full of plants.short walk to the tube two stops into the centre.would recommend to stay here,5,2024,04,21
100,Disappointing Service and Lack of Flexibility at Hotel Arena,"I recently had an unfortunate experience at Hotel Arena while attending a conference. Upon check-in, I realized I had mistakenly booked the wrong date through Expedia. It was an honest mistake—I had simply selected the wrong month.

Acting quickly, I contacted Expedia, who reached out to Hotel Arena on my behalf to request a change to the correct dates. Despite the straightforward nature of this error, the hotel was completely inflexible. They refused to adjust the booking date and did not offer any form of refund or discount. In fact, they increased the price by over €100 for the night I needed.

The staff's approach can only be described as rude and arrogant. Such customer service is not only disappointing but also detrimental to the reputation of Hotel Arena, especially for travellers relying on some degree of flexibility and understanding in such situations.

As a result, I had no choice but to book another hotel for my stay. I will be gifting the unused room for July to someone else, as it seems there is no other recourse. I would caution potential visitors to consider other accommodations where the service is more accommodating and the staff more professional.",1,2024,04,16
100,Perfect for a weekend in amsterdam,"Nice hotel, friendly staff, great parc, very relaxing. We had a great time. It was calm and clean. The park is awesome. You can walk or take the bus to the center. It is easy to reach. Lots of restaursnts nearby. Generally good vibe and recommend to stay",4,2024,03,31
100,Great couple weekend away!,"Overall, our stay at Arena Hotel was nice with a spacious & clean room! Bed was big and comfortable and the room had everything we needed albeit quite a small room. Also, the walls are extremely thin…can hear all conversations in rooms either side.

Location was great, 20-30 walk to centre or trams/trains were easy to access and use from the hotel. Also, not far from the airport which was a big plus. 

Downside was that the aircon wasn’t working and the room was absolutely boiling which did make it difficult to sleep at times. Also, the room isn’t restocked with water and you have to pay if you want anymore. 

Also, be aware on arrival you have to pay city tax and put a €50 a night deposit hold on your card.",5,2024,03,17
100,"Beautiful , friendly hotel","Such a beautiful hotel , 
Friendly staff on arrival and departure , bar staff was also friendly and assisted with questions , room was spacious and comfortable , best nights sleep in a long time , location was perfect and close to main attractions with trams close by , 10/10",5,2024,02,23
100,Fun and calm weekend with friends.,"Beautiful location. 
Incredible setting and top facilities. 
Stayed for a sunny weekend. Stunning decor, busy and lovely restaurant/bar - great options for breakfast 
Close enough to pop in to central and far away enough to enjoy the calm of the neighbourhood",5,2024,02,19
100,A good choice of hotel,"This lovely hotel used to be a psychiatric hospital mainly for women who weren't able to look after themselves. Don't worry it bears no resemblance to it's former usage, except maybe the impressive staircases. The rooms are quirky, with the large double bed situated on the mezzanine. If I have to be picky I would suggest handrails on the narrow spiral staircase. The breakfast gives you a good choice , we didn't use the restaurant. The hotel is situated a little way out of the city centre, but the nearby Tram No 19 will get you within walking distance. A good choice of hotel",4,2023,12,17
100,Lovely,"Highly enjoyed our stay! Room was pristine, had everything we needed and I loved the design and style. It was useful having drinks etc available at reception and even the grounds outside were lovely. ",5,2023,11,26
100,Wonderful long weekend,"Just got back from a wonderful long weekend in Amsterdam with my partner to celebrate his recent exam results and promotion. The Arena Hotel is a gorgeous hotel in a very picturesque location within Amsterdam Oost, with most attractions between 20-30 minutes walk away. Before our trip I was unsure what to expect of the hotel after reading some very dramatic negative reviews but this could not be farter from the truth of our experience at the Arena Hotel. The staff were all very welcoming and polite from check in to check out. The room was beautifully clean and very stylishly decorated and we were pleasantly surprised by the size of it!! We ate and drank in the restaurant and are very big fans of the Gin and tonic selection and the delicious Stake tartar! The addition of a ‘what to see in Amsterdam’ magazine in the room was greatly appreciated as it poured all day on Saturday and it gave us many ideas of places to visit and stay dry! 
Thank you Hotel Arena we would love to visit again soon! ",4,2023,11,20
100,Disgusting etiquette,"We where all very excited to arrive in Amsterdam and explore your beautiful country and enjoy a well deserved break however, from the very moment we arrived our rooms where not ready, however we checked in our bags in, in the lockers and set off to explore and take in the culture of the architecture. Upon return to our hotel we where shocked to learn one of our rooms had been cancelled? However we had booked and paid for two rooms in full- your staff managed to find another room however these rooms where substandard for such hotel and NOT what we had originally booked and paid for. 
Before we could check into our shoddy rooms we further learnt we where required to pay over 100€ in city tax and 300€ as a deposit? 
This has never been the case in any of our travels and utterly disgraceful we where not made aware of this prior to our stay. 
Trying to make the best of an already awful weekend away we continued with our ‘holiday’ and very much enjoyed the beauty of Amsterdam….. untill we checked out on Sunday.
Informed when handing back the room keys we owed a further 500€ for the additional room. 
We did not book or stay in an additional room, we booked and paid for two rooms and the insensitive behaviour of the staff to suggest we were somehow liable for a third room is unfathomable!
I would not recommend any one to stay at this hotel and I would advise the inadequate staff and procedures at this so called four star establishment are below the minimum of human etiquette and beyond the meaning of hospitality.",1,2023,11,12
100,Good place to stay,"All good in terms of restaurant personnel, we had one first day In job personnel at reception and still an extra charge of 131 euros on my card that need to be explained, hotel is in a nice location and and rooms are good ",5,2023,11,06
100,"Quiet, Comfortable, Accommodating","I wanted a quiet comfortable place to stay for a short visit to Amsterdam. This hotel is in a park, so has a lovely setting. The staff was helpful, the room was exactly as pictured on their website and spacious. It was a 15 minute walk  to some lovely restaurants (a helpful since for me since it was raining a couple nights) or a 30 minute walk to the museums.  If I knew I’d be walking the whole day, it was a 10 minute cab ride (Uber works, or the staff can call you a taxi). Breakfast was a healthy and large selection, and the coffee is freshly brewed (a machine you use).  Would definitely stay there again.",5,2023,10,26
100,Lovely hotel but lack of information regarding deposits and city tax,"Overall a nice stay. However, we weren’t notified prior to arriving that we had to pay city tax on top of a 50 Euro a night DEPOSIT after paying nearly £1100 to stay there.

So before we’d even checked in I was already nearly 400 euros out of pocket.

The stay itself was lovely and the actual hotel is stunning, but our room consisted of 2 single beds put together. 

Now I am currently chasing them for a return of the deposit that was unspent and I checked out nearly 3 weeks ago! They have emailed me with a receipt however the card details they have aren’t mine which is beginning to annoy me in trying to resolve this issue. ",4,2023,09,29
100,Ignorance Leading to a Grave Incident,"Our recent stay at Hotel Arena turned out to be one of the most disturbing experiences we've ever encountered. What my wife experienced due to the hotel staff's negligence left us both in shock, and the subsequent reaction from the management only added to our distress.

Before even arriving at the hotel, I had a taste of the inconsistencies that lay ahead. Upon finally securing a room with a bath after an upgrade, we were hopeful for a comfortable stay.
However, our hopes quickly dimmed when our room had no warm water. In an attempt to remedy the situation, the hotel offered us another ""upgraded"" room. But this room had a faulty A/C unit that dripped and disrupted our rest.

During a visit by technicians to address the A/C problem, one of them, without any warning or the decency of a knock, intruded into our bathroom where my wife was present. This blatant invasion of privacy is not only unprofessional but borders on harassment, leaving us horrified.

Rushing to the front desk to report this egregious behavior, we were met with nothing more than tepid apologies. The audacity of the management, attempting to dissuade us from going to the police, was a clear sign of their indifference to the gravity of the situation. Their primary concern, seemingly, was to brush the incident under the rug and move on.

Looking back, it’s clear that the root of our traumatic experience was the hotel's repeated ignorance:
1. Their failure to check basic amenities such as the availability of warm water.
2. Not ensuring that the second room was up to standard.
3. A profound lack of training and oversight of their staff, leading to the alarming bathroom incident.

Our departure was the final testament to their apathy. Their only inquiry? Whether we had involved the police. Their complete disregard for our emotional and psychological wellbeing was painfully apparent.",1,2023,09,20
100,Wedding night,"We booked the suite for 2 nights for our wedding. Such a lovely authentic & modern & relaxed location, super hospitality! Very friendly staff, willing to take an extra step for our stay. We let our parents also stay in the super comfy room, they loved it.",5,2023,09,12
100,"Brilliant location , pretty rooms , very friendly staff , would highly recommend this to all ages and groups of people ","Brilliant location , tidy and comfortable room would highly recommend , the Aircon was very welcome as we stayed during a mini heatwave , one point that would have made the experience better is someone should have showed us too our room , the site is huge and it took us a long time to find it . ",5,2023,09,11
